zinc_id,smiles,bucket,pred_log10fc,pct_remaining_pred,pred_uncertainty,p_detectable,max_sim_to_training,in_applicability_domain,max_sim_to_cliff,mw,clogp,tranche,purchasability,vendor_lookup,has_aniline,has_amide,has_sulfonamide,has_tertiary_aliphatic_amine
5235802,CC(C)c1ccc(Cn2c(CCNC(=O)c3ccco3)nc3ccccc32)cc1,uncertainty_sampling,-1.7050680426788927,1.9721137328475167,1.5453157878124424,0.9473994292684723,0.35443037974683544,True,0.35443037974683544,387.48300000000006,4.773500000000004,GJAB,B,https://zinc20.docking.org/substances/5235802,False,True,False,False
2516261,CN(C)c1cccc2c(S(=O)(=O)NCCCCCC(=O)O)cccc12,uncertainty_sampling,-1.782510125562505,1.6500225306471408,1.5453097487581862,0.7019528143823142,0.328125,False,0.2222222222222222,364.46700000000004,2.8291000000000004,FFAB,B,https://zinc20.docking.org/substances/2516261,False,False,True,False
78969955,CC(C)(C)c1ccc(CCNC(=O)CN(CCO)c2ccccc2)cc1,uncertainty_sampling,-2.1969305576065103,0.6354325274967098,1.5446882077121307,0.9055053764057874,0.34285714285714286,True,0.34285714285714286,354.49399999999997,3.141700000000002,FGAB,B,https://zinc20.docking.org/substances/78969955,False,True,False,False
13281907,Ic1ccc(OCCCCn2cnc3ccccc32)cc1,uncertainty_sampling,-1.9755910375104513,1.057813152253025,1.5445628536830096,0.8880270366510409,0.4339622641509434,True,0.20512820512820512,392.24,4.500100000000003,GJAA,A,https://zinc20.docking.org/substances/13281907,False,False,False,False
2822329,Clc1ccc(OCCOCCNCc2ccccc2)c2ccccc12,uncertainty_sampling,-2.0094179623925923,0.978547783605937,1.5439766380704767,0.7780928346270544,0.2545454545454545,False,0.2545454545454545,355.865,4.678400000000004,FJAA,A,https://zinc20.docking.org/substances/2822329,False,False,False,False
1875329737,CN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1cc(COc2ccc(Cl)cc2)nn1,uncertainty_sampling,-1.7134505922873031,1.9344139155958278,1.5436517029538326,0.9174857942007805,0.2716049382716049,False,0.2682926829268293,438.8370000000001,4.1879000000000035,IIAB,B,https://zinc20.docking.org/substances/1875329737,False,True,False,False
4707666,CCc1ccc(OCCSc2nnc3sc4ccccc4n23)cc1,uncertainty_sampling,-2.0359652918431848,0.920523135627511,1.5430612869168747,0.9025191187848023,0.29850746268656714,False,0.2535211267605634,355.48800000000006,4.677500000000004,FJAB,B,https://zinc20.docking.org/substances/4707666,False,False,False,False
16780641,CCCOc1ccc(S(=O)(=O)Nc2ccc(OCC)cc2)c2ccccc12,uncertainty_sampling,-2.046368102175502,0.8987355024590011,1.542926331155629,0.7510641217598287,0.3424657534246575,True,0.29333333333333333,385.4850000000001,4.8281000000000045,GJAB,B,https://zinc20.docking.org/substances/16780641,True,False,True,False
12880419,CC(=O)c1ccc(OCC(=O)NCCSc2ccc(Br)cc2)cc1,uncertainty_sampling,-1.5470946245186508,2.8373007671446167,1.54260513171616,0.6812712890535348,0.2972972972972973,False,0.2972972972972973,408.317,3.9390000000000027,HHAB,B,https://zinc20.docking.org/substances/12880419,False,True,False,False
225388361,CCOC(CN(CC(=O)N[C@H](C)c1ccccc1OC)c1ccccc1)OCC,uncertainty_sampling,-2.4428229019382957,0.3607257109750064,1.5425845005986571,0.8328129047959864,0.3116883116883117,False,0.3116883116883117,400.51900000000023,3.778100000000003,HHAB,B,https://zinc20.docking.org/substances/225388361,False,True,False,False
