ocnt_batch,enzyme,n,n_zero,pattern
OCNT-0457465-AA-001,CYP3A4,3,3,full
OCNT-0457529-AA-001,CYP2J2,4,0,none
OCNT-0457529-AA-001,CYP3A4,4,0,none
OCNT-0457554-AA-001,CYP2J2,4,0,none
OCNT-0457554-AA-001,CYP3A4,4,4,full
OCNT-0457579-AA-001,CYP2J2,4,0,none
OCNT-0457579-AA-001,CYP3A4,3,0,none
OCNT-0457613-AA-001,CYP2J2,4,0,none
OCNT-0457613-AA-001,CYP3A4,4,0,none
OCNT-0457615-AA-001,CYP2J2,4,0,none
OCNT-0457615-AA-001,CYP3A4,4,0,none
OCNT-0457633-AA-001,CYP2J2,4,0,none
OCNT-0457633-AA-001,CYP3A4,4,0,none
OCNT-0457635-AA-001,CYP2J2,4,0,none
OCNT-0457635-AA-001,CYP3A4,4,0,none
OCNT-0457647-AA-001,CYP2J2,4,0,none
OCNT-0457647-AA-001,CYP3A4,4,0,none
OCNT-0457656-AA-001,CYP2J2,4,0,none
OCNT-0457656-AA-001,CYP3A4,4,0,none
OCNT-0457658-AA-001,CYP2J2,4,0,none
OCNT-0457658-AA-001,CYP3A4,4,0,none
OCNT-0457672-AA-001,CYP2J2,4,0,none
OCNT-0457672-AA-001,CYP3A4,4,4,full
OCNT-0457679-AA-001,CYP2J2,4,0,none
OCNT-0457679-AA-001,CYP3A4,4,0,none
OCNT-0457698-AA-001,CYP2J2,4,0,none
OCNT-0457698-AA-001,CYP3A4,4,0,none
OCNT-0457712-AA-001,CYP2J2,4,0,none
OCNT-0457712-AA-001,CYP3A4,3,2,partial
OCNT-0457715-AA-001,CYP2J2,4,0,none
OCNT-0457715-AA-001,CYP3A4,4,0,none
OCNT-0457736-CN-001,CYP2J2,4,0,none
OCNT-0457736-CN-001,CYP3A4,4,0,none
OCNT-0457739-AA-001,CYP2J2,4,0,none
OCNT-0457739-AA-001,CYP3A4,4,1,partial
OCNT-0457748-AA-001,CYP2J2,4,0,none
OCNT-0457748-AA-001,CYP3A4,4,0,none
OCNT-0457772-AA-001,CYP2J2,4,0,none
OCNT-0457772-AA-001,CYP3A4,4,0,none
OCNT-0457777-AA-001,CYP2J2,4,0,none
OCNT-0457777-AA-001,CYP3A4,4,0,none
OCNT-0457791-AA-001,CYP2J2,4,0,none
OCNT-0457791-AA-001,CYP3A4,4,0,none
OCNT-0457802-AA-001,CYP2J2,4,0,none
OCNT-0457802-AA-001,CYP3A4,4,0,none
OCNT-0457821-AA-001,CYP2J2,4,0,none
OCNT-0457821-AA-001,CYP3A4,4,0,none
OCNT-0457829-AA-001,CYP2J2,4,0,none
OCNT-0457829-AA-001,CYP3A4,4,0,none
OCNT-0457842-AA-001,CYP2J2,4,0,none
OCNT-0457842-AA-001,CYP3A4,4,0,none
OCNT-0457845-AA-001,CYP2J2,4,0,none
OCNT-0457845-AA-001,CYP3A4,4,0,none
OCNT-0457878-AA-001,CYP2J2,4,0,none
OCNT-0457878-AA-001,CYP3A4,4,0,none
OCNT-0457895-AA-001,CYP2J2,4,0,none
OCNT-0457895-AA-001,CYP3A4,4,0,none
OCNT-0457908-AA-001,CYP2J2,4,0,none
OCNT-0457908-AA-001,CYP3A4,4,0,none
OCNT-0457919-AA-001,CYP2J2,4,0,none
OCNT-0457919-AA-001,CYP3A4,4,0,none
OCNT-0457930-AA-001,CYP2J2,4,0,none
OCNT-0457930-AA-001,CYP3A4,4,0,none
OCNT-0457966-AA-001,CYP2J2,4,0,none
OCNT-0457966-AA-001,CYP3A4,4,0,none
OCNT-0457980-AA-001,CYP2J2,4,0,none
OCNT-0457980-AA-001,CYP3A4,4,0,none
OCNT-0457982-AA-001,CYP2J2,4,0,none
OCNT-0457982-AA-001,CYP3A4,4,0,none
OCNT-0457986-AA-001,CYP2J2,4,0,none
OCNT-0457986-AA-001,CYP3A4,4,3,partial
OCNT-0457992-AA-001,CYP2J2,4,0,none
OCNT-0457992-AA-001,CYP3A4,4,0,none
OCNT-0458015-AA-001,CYP2J2,4,0,none
OCNT-0458015-AA-001,CYP3A4,4,0,none
OCNT-0458020-CN-001,CYP2J2,4,0,none
OCNT-0458020-CN-001,CYP3A4,4,0,none
OCNT-0458025-AA-001,CYP2J2,4,0,none
OCNT-0458025-AA-001,CYP3A4,4,0,none
OCNT-0458027-AA-001,CYP2J2,4,0,none
OCNT-0458027-AA-001,CYP3A4,4,0,none
OCNT-0458076-AA-001,CYP2J2,4,0,none
OCNT-0458076-AA-001,CYP3A4,4,4,full
OCNT-0458078-AA-001,CYP2J2,4,2,partial
OCNT-0458078-AA-001,CYP3A4,4,0,none
OCNT-0458184-AA-001,CYP2J2,4,0,none
OCNT-0458184-AA-001,CYP3A4,4,0,none
OCNT-0458275-AA-001,CYP2J2,4,0,none
OCNT-0458275-AA-001,CYP3A4,4,0,none
OCNT-0458307-AA-001,CYP2J2,4,0,none
OCNT-0458307-AA-001,CYP3A4,4,0,none
OCNT-0458309-AA-001,CYP2J2,4,0,none
OCNT-0458309-AA-001,CYP3A4,4,0,none
OCNT-0458336-AA-001,CYP2J2,4,0,none
OCNT-0458336-AA-001,CYP3A4,3,0,none
OCNT-0458364-AA-001,CYP2J2,4,0,none
OCNT-0458364-AA-001,CYP3A4,4,0,none
OCNT-0458388-AA-001,CYP2J2,4,0,none
OCNT-0458388-AA-001,CYP3A4,4,3,partial
OCNT-0458394-AA-001,CYP2J2,4,0,none
OCNT-0458394-AA-001,CYP3A4,4,0,none
OCNT-0458398-AA-001,CYP2J2,4,0,none
OCNT-0458398-AA-001,CYP3A4,4,0,none
OCNT-0458408-AA-001,CYP2J2,4,0,none
OCNT-0458408-AA-001,CYP3A4,4,0,none
OCNT-0458432-AA-001,CYP2J2,4,0,none
OCNT-0458432-AA-001,CYP3A4,4,0,none
OCNT-0458447-AA-001,CYP2J2,4,0,none
OCNT-0458447-AA-001,CYP3A4,4,0,none
OCNT-0458448-AA-001,CYP2J2,4,0,none
OCNT-0458448-AA-001,CYP3A4,4,0,none
OCNT-0458456-AA-001,CYP2J2,4,0,none
OCNT-0458456-AA-001,CYP3A4,4,2,partial
OCNT-0458458-AA-001,CYP2J2,4,0,none
OCNT-0458458-AA-001,CYP3A4,4,0,none
OCNT-0458462-AA-001,CYP2J2,4,0,none
OCNT-0458462-AA-001,CYP3A4,4,0,none
OCNT-0458485-AA-001,CYP2J2,4,0,none
OCNT-0458485-AA-001,CYP3A4,4,0,none
OCNT-0458500-AA-001,CYP2J2,4,0,none
OCNT-0458500-AA-001,CYP3A4,4,0,none
OCNT-0458511-AA-001,CYP2J2,4,0,none
OCNT-0458511-AA-001,CYP3A4,4,2,partial
OCNT-0458524-AA-001,CYP2J2,4,0,none
OCNT-0458524-AA-001,CYP3A4,4,0,none
OCNT-0458549-AA-001,CYP2J2,4,0,none
OCNT-0458549-AA-001,CYP3A4,4,0,none
OCNT-0458556-AA-001,CYP2J2,4,0,none
OCNT-0458556-AA-001,CYP3A4,4,4,full
OCNT-0458566-AA-001,CYP2J2,4,0,none
OCNT-0458566-AA-001,CYP3A4,4,0,none
OCNT-0458584-AA-001,CYP2J2,4,0,none
OCNT-0458584-AA-001,CYP3A4,4,0,none
OCNT-0458586-AA-001,CYP2J2,4,0,none
OCNT-0458586-AA-001,CYP3A4,4,3,partial
OCNT-0458590-AA-001,CYP2J2,4,0,none
OCNT-0458590-AA-001,CYP3A4,4,0,none
OCNT-0458642-AA-001,CYP2J2,4,0,none
OCNT-0458642-AA-001,CYP3A4,4,0,none
OCNT-0458648-AA-001,CYP2J2,4,0,none
OCNT-0458648-AA-001,CYP3A4,4,0,none
OCNT-0458649-AA-001,CYP2J2,4,0,none
OCNT-0458649-AA-001,CYP3A4,4,0,none
OCNT-0458654-AA-001,CYP2J2,4,0,none
OCNT-0458654-AA-001,CYP3A4,4,0,none
OCNT-0458656-AA-001,CYP2J2,4,0,none
OCNT-0458656-AA-001,CYP3A4,4,0,none
OCNT-0458660-AA-001,CYP2J2,4,0,none
OCNT-0458660-AA-001,CYP3A4,4,0,none
OCNT-0458661-AA-001,CYP2J2,4,0,none
OCNT-0458661-AA-001,CYP3A4,4,0,none
OCNT-0458662-AA-001,CYP2J2,4,0,none
OCNT-0458662-AA-001,CYP3A4,4,3,partial
OCNT-0459973-AA-001,CYP2J2,4,0,none
OCNT-0459973-AA-001,CYP3A4,4,0,none
OCNT-0459975-AA-001,CYP2J2,4,0,none
OCNT-0459975-AA-001,CYP3A4,4,4,full
OCNT-0460157-AA-001,CYP2J2,4,0,none
OCNT-0460157-AA-001,CYP3A4,4,0,none
OCNT-0460159-AA-001,CYP2J2,4,0,none
OCNT-0460159-AA-001,CYP3A4,4,0,none
OCNT-0460161-AA-001,CYP2J2,4,0,none
OCNT-0460161-AA-001,CYP3A4,4,0,none
OCNT-0460163-AA-001,CYP2J2,4,0,none
OCNT-0460163-AA-001,CYP3A4,4,3,partial
OCNT-0460165-AA-001,CYP2J2,4,0,none
OCNT-0460165-AA-001,CYP3A4,4,0,none
OCNT-0460167-AA-001,CYP2J2,4,0,none
OCNT-0460167-AA-001,CYP3A4,4,0,none
OCNT-0460177-AA-001,CYP2J2,4,0,none
OCNT-0460177-AA-001,CYP3A4,4,0,none
OCNT-0460185-AA-001,CYP2J2,4,0,none
OCNT-0460185-AA-001,CYP3A4,4,3,partial
OCNT-0460203-AA-001,CYP2J2,4,0,none
OCNT-0460203-AA-001,CYP3A4,4,4,full
OCNT-0460205-AA-001,CYP2J2,4,0,none
OCNT-0460205-AA-001,CYP3A4,4,3,partial
OCNT-0460207-AA-001,CYP2J2,4,0,none
OCNT-0460207-AA-001,CYP3A4,4,4,full
OCNT-0460225-AA-001,CYP2J2,4,0,none
OCNT-0460225-AA-001,CYP3A4,4,0,none
OCNT-0460227-AA-001,CYP2J2,4,0,none
OCNT-0460227-AA-001,CYP3A4,4,0,none
OCNT-0460287-AA-001,CYP2J2,4,0,none
OCNT-0460287-AA-001,CYP3A4,4,0,none
OCNT-0460293-AA-001,CYP2J2,4,0,none
OCNT-0460293-AA-001,CYP3A4,4,0,none
OCNT-0460299-AA-001,CYP2J2,4,0,none
OCNT-0460299-AA-001,CYP3A4,4,0,none
OCNT-0460301-AA-001,CYP2J2,4,0,none
OCNT-0460301-AA-001,CYP3A4,4,2,partial
OCNT-0460303-AA-001,CYP2J2,4,0,none
OCNT-0460303-AA-001,CYP3A4,4,0,none
OCNT-0460305-AA-001,CYP2J2,4,0,none
OCNT-0460305-AA-001,CYP3A4,4,0,none
OCNT-0460307-AA-001,CYP2J2,4,0,none
OCNT-0460307-AA-001,CYP3A4,4,3,partial
OCNT-0460309-AA-001,CYP2J2,4,0,none
OCNT-0460309-AA-001,CYP3A4,4,4,full
OCNT-0460315-AA-001,CYP2J2,4,0,none
OCNT-0460315-AA-001,CYP3A4,4,0,none
OCNT-0460317-AA-001,CYP2J2,4,0,none
OCNT-0460317-AA-001,CYP3A4,4,0,none
OCNT-0460331-AA-001,CYP2J2,4,0,none
OCNT-0460331-AA-001,CYP3A4,4,2,partial
OCNT-0460333-AA-001,CYP2J2,4,0,none
OCNT-0460333-AA-001,CYP3A4,4,0,none
OCNT-0460335-AA-001,CYP2J2,4,0,none
OCNT-0460335-AA-001,CYP3A4,4,0,none
OCNT-0460345-AA-001,CYP2J2,4,0,none
OCNT-0460345-AA-001,CYP3A4,4,0,none
OCNT-0460349-AA-001,CYP2J2,4,0,none
OCNT-0460349-AA-001,CYP3A4,4,4,full
OCNT-0460353-AA-001,CYP2J2,4,0,none
OCNT-0460353-AA-001,CYP3A4,4,0,none
OCNT-0460379-AA-001,CYP2J2,4,0,none
OCNT-0460379-AA-001,CYP3A4,3,2,partial
OCNT-0460381-AA-001,CYP2J2,4,0,none
OCNT-0460381-AA-001,CYP3A4,4,0,none
OCNT-0460385-AA-001,CYP2J2,4,0,none
OCNT-0460385-AA-001,CYP3A4,4,0,none
OCNT-0460391-AA-001,CYP2J2,4,0,none
OCNT-0460391-AA-001,CYP3A4,4,0,none
OCNT-0460409-AA-001,CYP2J2,4,0,none
OCNT-0460409-AA-001,CYP3A4,4,0,none
OCNT-0460411-AA-001,CYP2J2,4,0,none
OCNT-0460411-AA-001,CYP3A4,4,0,none
OCNT-0460413-AA-001,CYP2J2,4,0,none
OCNT-0460413-AA-001,CYP3A4,4,4,full
OCNT-0460492-AA-001,CYP2J2,4,0,none
OCNT-0460492-AA-001,CYP3A4,4,0,none
OCNT-0460612-AA-001,CYP2J2,4,0,none
OCNT-0460612-AA-001,CYP3A4,4,3,partial
OCNT-0460614-AA-001,CYP2J2,4,0,none
OCNT-0460614-AA-001,CYP3A4,4,4,full
OCNT-0460632-AA-001,CYP2J2,4,0,none
OCNT-0460632-AA-001,CYP3A4,4,4,full
OCNT-0460634-AA-001,CYP2J2,4,0,none
OCNT-0460634-AA-001,CYP3A4,4,4,full
OCNT-0460635-AA-001,CYP2J2,4,0,none
OCNT-0460635-AA-001,CYP3A4,4,3,partial
OCNT-0460636-AA-001,CYP2J2,4,0,none
OCNT-0460636-AA-001,CYP3A4,4,0,none
OCNT-0460639-AA-001,CYP2J2,4,0,none
OCNT-0460639-AA-001,CYP3A4,4,4,full
OCNT-0460653-AA-001,CYP2J2,4,0,none
OCNT-0460653-AA-001,CYP3A4,4,0,none
OCNT-0460655-AA-001,CYP2J2,4,0,none
OCNT-0460655-AA-001,CYP3A4,4,0,none
OCNT-0460657-AA-001,CYP2J2,4,0,none
OCNT-0460657-AA-001,CYP3A4,4,0,none
OCNT-0460664-AA-001,CYP2J2,4,0,none
OCNT-0460664-AA-001,CYP3A4,4,0,none
OCNT-0460665-AA-001,CYP2J2,4,0,none
OCNT-0460665-AA-001,CYP3A4,4,0,none
OCNT-0460669-AA-001,CYP2J2,4,0,none
OCNT-0460669-AA-001,CYP3A4,4,0,none
OCNT-0460673-AA-001,CYP2J2,4,0,none
OCNT-0460673-AA-001,CYP3A4,4,4,full
OCNT-0460689-AA-001,CYP2J2,4,0,none
OCNT-0460689-AA-001,CYP3A4,4,0,none
OCNT-0460691-AA-001,CYP2J2,4,0,none
OCNT-0460691-AA-001,CYP3A4,4,0,none
OCNT-0460695-AA-001,CYP2J2,4,0,none
OCNT-0460695-AA-001,CYP3A4,4,2,partial
OCNT-0460702-AA-001,CYP2J2,4,0,none
OCNT-0460702-AA-001,CYP3A4,4,0,none
OCNT-0460704-AA-001,CYP2J2,4,0,none
OCNT-0460704-AA-001,CYP3A4,4,0,none
OCNT-0460706-AA-001,CYP2J2,4,0,none
OCNT-0460706-AA-001,CYP3A4,4,0,none
OCNT-0460708-AA-001,CYP2J2,4,0,none
OCNT-0460708-AA-001,CYP3A4,4,0,none
OCNT-0460710-AA-001,CYP2J2,4,0,none
OCNT-0460710-AA-001,CYP3A4,4,0,none
OCNT-0460713-AA-001,CYP2J2,4,0,none
OCNT-0460713-AA-001,CYP3A4,4,0,none
OCNT-0460745-AA-001,CYP2J2,4,0,none
OCNT-0460745-AA-001,CYP3A4,4,0,none
OCNT-0460757-AA-001,CYP2J2,4,0,none
OCNT-0460757-AA-001,CYP3A4,4,0,none
OCNT-0460770-AA-001,CYP2J2,4,0,none
OCNT-0460770-AA-001,CYP3A4,4,0,none
OCNT-0460775-AA-001,CYP2J2,4,0,none
OCNT-0460775-AA-001,CYP3A4,4,0,none
OCNT-0460797-AA-001,CYP2J2,4,0,none
OCNT-0460797-AA-001,CYP3A4,4,4,full
OCNT-0460810-AA-001,CYP2J2,4,0,none
OCNT-0460810-AA-001,CYP3A4,4,0,none
OCNT-0460815-AA-001,CYP2J2,4,0,none
OCNT-0460815-AA-001,CYP3A4,4,0,none
OCNT-0460825-AA-001,CYP2J2,4,0,none
OCNT-0460825-AA-001,CYP3A4,4,0,none
OCNT-0460829-AA-001,CYP2J2,4,0,none
OCNT-0460829-AA-001,CYP3A4,4,0,none
OCNT-0460831-AA-001,CYP2J2,4,0,none
OCNT-0460831-AA-001,CYP3A4,4,3,partial
OCNT-0460832-AA-001,CYP2J2,4,0,none
OCNT-0460832-AA-001,CYP3A4,4,4,full
OCNT-0460859-AA-001,CYP2J2,4,0,none
OCNT-0460859-AA-001,CYP3A4,4,0,none
OCNT-0460867-AA-001,CYP2J2,3,0,none
OCNT-0460867-AA-001,CYP3A4,3,0,none
OCNT-0460891-AA-001,CYP2J2,4,0,none
OCNT-0460891-AA-001,CYP3A4,4,4,full
OCNT-0460895-AA-001,CYP2J2,4,0,none
OCNT-0460895-AA-001,CYP3A4,4,0,none
OCNT-0460901-AA-001,CYP2J2,4,0,none
OCNT-0460901-AA-001,CYP3A4,4,0,none
OCNT-0460907-AA-001,CYP2J2,4,0,none
OCNT-0460907-AA-001,CYP3A4,4,4,full
OCNT-0460909-AA-001,CYP2J2,4,0,none
OCNT-0460909-AA-001,CYP3A4,4,4,full
OCNT-0461255-AA-001,CYP2J2,4,0,none
OCNT-0461255-AA-001,CYP3A4,4,4,full
OCNT-0461259-AA-001,CYP2J2,4,0,none
OCNT-0461259-AA-001,CYP3A4,4,0,none
OCNT-0461261-AA-001,CYP2J2,4,0,none
OCNT-0461261-AA-001,CYP3A4,4,0,none
OCNT-0461263-AA-001,CYP2J2,4,0,none
OCNT-0461263-AA-001,CYP3A4,4,0,none
OCNT-0461265-AA-001,CYP2J2,4,0,none
OCNT-0461265-AA-001,CYP3A4,4,3,partial
OCNT-0461271-AA-001,CYP2J2,4,0,none
OCNT-0461271-AA-001,CYP3A4,4,0,none
OCNT-0461289-AA-001,CYP2J2,4,0,none
OCNT-0461289-AA-001,CYP3A4,3,0,none
OCNT-0461290-AA-001,CYP2J2,4,0,none
OCNT-0461290-AA-001,CYP3A4,4,0,none
OCNT-0461291-AA-001,CYP2J2,4,0,none
OCNT-0461291-AA-001,CYP3A4,4,2,partial
OCNT-0461293-AA-001,CYP2J2,4,0,none
OCNT-0461293-AA-001,CYP3A4,3,3,full
OCNT-0461295-AA-001,CYP2J2,4,0,none
OCNT-0461295-AA-001,CYP3A4,4,0,none
OCNT-0461297-AA-001,CYP2J2,4,0,none
OCNT-0461297-AA-001,CYP3A4,4,0,none
OCNT-0461299-AA-001,CYP2J2,4,0,none
OCNT-0461299-AA-001,CYP3A4,4,0,none
OCNT-0461301-AA-001,CYP2J2,4,0,none
OCNT-0461301-AA-001,CYP3A4,3,0,none
OCNT-0461303-AA-001,CYP2J2,4,0,none
OCNT-0461303-AA-001,CYP3A4,4,0,none
OCNT-0461319-AA-001,CYP2J2,4,0,none
OCNT-0461319-AA-001,CYP3A4,4,0,none
OCNT-0461321-AA-001,CYP2J2,4,0,none
OCNT-0461321-AA-001,CYP3A4,4,0,none
OCNT-0461327-AA-001,CYP2J2,4,0,none
OCNT-0461327-AA-001,CYP3A4,4,0,none
OCNT-0461353-AA-001,CYP2J2,4,0,none
OCNT-0461353-AA-001,CYP3A4,4,0,none
OCNT-0461355-AA-001,CYP2J2,4,0,none
OCNT-0461355-AA-001,CYP3A4,4,0,none
OCNT-0461364-AA-001,CYP2J2,4,0,none
OCNT-0461364-AA-001,CYP3A4,4,0,none
OCNT-0461371-AA-001,CYP2J2,4,0,none
OCNT-0461371-AA-001,CYP3A4,4,0,none
OCNT-0461373-AA-001,CYP2J2,4,0,none
OCNT-0461373-AA-001,CYP3A4,4,0,none
OCNT-0461396-AA-001,CYP2J2,4,0,none
OCNT-0461396-AA-001,CYP3A4,3,0,none
OCNT-0461397-AA-001,CYP2J2,4,0,none
OCNT-0461397-AA-001,CYP3A4,4,0,none
OCNT-0461404-AA-001,CYP2J2,4,0,none
OCNT-0461404-AA-001,CYP3A4,4,0,none
OCNT-0461411-AA-001,CYP2J2,4,0,none
OCNT-0461411-AA-001,CYP3A4,4,0,none
OCNT-0461413-AA-001,CYP2J2,4,0,none
OCNT-0461413-AA-001,CYP3A4,4,3,partial
OCNT-0461426-AA-001,CYP2J2,4,0,none
OCNT-0461426-AA-001,CYP3A4,4,0,none
OCNT-0461465-AA-001,CYP2J2,4,0,none
OCNT-0461465-AA-001,CYP3A4,4,0,none
OCNT-0461480-AA-001,CYP2J2,4,0,none
OCNT-0461480-AA-001,CYP3A4,4,0,none
OCNT-0461485-AA-001,CYP2J2,4,0,none
OCNT-0461485-AA-001,CYP3A4,4,0,none
OCNT-0461487-AA-001,CYP2J2,4,0,none
OCNT-0461487-AA-001,CYP3A4,4,0,none
OCNT-0461492-AA-001,CYP2J2,4,0,none
OCNT-0461492-AA-001,CYP3A4,4,0,none
OCNT-0461495-AA-001,CYP2J2,4,0,none
OCNT-0461495-AA-001,CYP3A4,4,0,none
OCNT-0461497-AA-001,CYP2J2,4,0,none
OCNT-0461497-AA-001,CYP3A4,4,0,none
OCNT-0461509-AA-001,CYP2J2,4,0,none
OCNT-0461509-AA-001,CYP3A4,4,0,none
OCNT-0461511-AA-001,CYP2J2,4,3,partial
OCNT-0461511-AA-001,CYP3A4,4,0,none
OCNT-0461513-AA-001,CYP2J2,4,0,none
OCNT-0461513-AA-001,CYP3A4,4,4,full
OCNT-0461519-AA-001,CYP2J2,4,0,none
OCNT-0461519-AA-001,CYP3A4,4,4,full
OCNT-0461521-AA-001,CYP2J2,4,0,none
OCNT-0461521-AA-001,CYP3A4,4,0,none
OCNT-0461538-AA-001,CYP2J2,4,0,none
OCNT-0461538-AA-001,CYP3A4,4,0,none
OCNT-0461539-AA-001,CYP2J2,3,0,none
OCNT-0461539-AA-001,CYP3A4,4,4,full
OCNT-0461556-AA-001,CYP2J2,4,0,none
OCNT-0461556-AA-001,CYP3A4,3,0,none
OCNT-0461558-AA-001,CYP2J2,4,0,none
OCNT-0461558-AA-001,CYP3A4,4,0,none
OCNT-0461560-AA-001,CYP2J2,4,0,none
OCNT-0461560-AA-001,CYP3A4,4,0,none
OCNT-0461577-AQ-001,CYP2J2,4,0,none
OCNT-0461577-AQ-001,CYP3A4,4,0,none
OCNT-0461591-AA-001,CYP2J2,4,0,none
OCNT-0461591-AA-001,CYP3A4,4,0,none
OCNT-0461611-AA-001,CYP2J2,4,0,none
OCNT-0461611-AA-001,CYP3A4,4,0,none
OCNT-0461620-AA-001,CYP2J2,4,0,none
OCNT-0461620-AA-001,CYP3A4,4,4,full
OCNT-0461621-AA-001,CYP2J2,4,0,none
OCNT-0461621-AA-001,CYP3A4,4,0,none
OCNT-0461622-AA-001,CYP2J2,4,0,none
OCNT-0461622-AA-001,CYP3A4,4,0,none
OCNT-0461635-AA-001,CYP2J2,4,0,none
OCNT-0461635-AA-001,CYP3A4,4,0,none
OCNT-0461639-AA-001,CYP2J2,4,0,none
OCNT-0461639-AA-001,CYP3A4,4,0,none
OCNT-0461640-AA-001,CYP2J2,4,0,none
OCNT-0461640-AA-001,CYP3A4,4,0,none
OCNT-0461641-AA-001,CYP2J2,4,0,none
OCNT-0461641-AA-001,CYP3A4,4,0,none
OCNT-0461644-AA-001,CYP2J2,4,0,none
OCNT-0461644-AA-001,CYP3A4,4,0,none
OCNT-0461646-AA-001,CYP2J2,4,0,none
OCNT-0461646-AA-001,CYP3A4,4,0,none
OCNT-0461652-AA-001,CYP2J2,4,0,none
OCNT-0461652-AA-001,CYP3A4,3,3,full
OCNT-0461660-AA-001,CYP2J2,4,0,none
OCNT-0461660-AA-001,CYP3A4,4,0,none
OCNT-0461669-AA-001,CYP2J2,4,0,none
OCNT-0461669-AA-001,CYP3A4,4,0,none
OCNT-0461672-AA-001,CYP2J2,4,0,none
OCNT-0461672-AA-001,CYP3A4,4,3,partial
OCNT-0461674-AA-001,CYP2J2,4,0,none
OCNT-0461674-AA-001,CYP3A4,4,4,full
OCNT-0461675-AA-001,CYP2J2,4,0,none
OCNT-0461675-AA-001,CYP3A4,4,3,partial
OCNT-0461677-AA-001,CYP2J2,4,0,none
OCNT-0461677-AA-001,CYP3A4,4,0,none
OCNT-0461679-AA-001,CYP2J2,4,0,none
OCNT-0461679-AA-001,CYP3A4,4,0,none
OCNT-0461680-AA-001,CYP2J2,4,0,none
OCNT-0461680-AA-001,CYP3A4,3,0,none
OCNT-0461681-AA-001,CYP2J2,4,0,none
OCNT-0461681-AA-001,CYP3A4,4,4,full
OCNT-0461682-AA-001,CYP2J2,4,0,none
OCNT-0461682-AA-001,CYP3A4,4,0,none
OCNT-0461684-AA-001,CYP2J2,4,0,none
OCNT-0461684-AA-001,CYP3A4,4,3,partial
OCNT-0461685-AA-001,CYP2J2,4,0,none
OCNT-0461685-AA-001,CYP3A4,4,0,none
OCNT-0461686-AA-001,CYP2J2,4,0,none
OCNT-0461686-AA-001,CYP3A4,4,0,none
OCNT-0461687-AA-001,CYP2J2,4,0,none
OCNT-0461687-AA-001,CYP3A4,4,2,partial
OCNT-0461704-AA-001,CYP2J2,4,0,none
OCNT-0461704-AA-001,CYP3A4,4,0,none
OCNT-0461705-AA-001,CYP2J2,4,0,none
OCNT-0461705-AA-001,CYP3A4,4,4,full
OCNT-0461710-AA-001,CYP2J2,4,0,none
OCNT-0461710-AA-001,CYP3A4,4,4,full
OCNT-0461714-AA-001,CYP2J2,4,0,none
OCNT-0461714-AA-001,CYP3A4,3,0,none
OCNT-0461716-AA-001,CYP2J2,4,0,none
OCNT-0461716-AA-001,CYP3A4,4,0,none
OCNT-0461718-AA-001,CYP2J2,4,0,none
OCNT-0461718-AA-001,CYP3A4,3,0,none
OCNT-0461720-AA-001,CYP2J2,4,0,none
OCNT-0461720-AA-001,CYP3A4,4,0,none
OCNT-0461724-AA-001,CYP2J2,4,0,none
OCNT-0461724-AA-001,CYP3A4,4,3,partial
OCNT-0461725-AA-001,CYP2J2,4,0,none
OCNT-0461725-AA-001,CYP3A4,4,0,none
OCNT-0461726-AA-001,CYP2J2,4,0,none
OCNT-0461726-AA-001,CYP3A4,4,0,none
OCNT-0461728-AA-001,CYP2J2,4,0,none
OCNT-0461728-AA-001,CYP3A4,4,0,none
OCNT-0461730-AA-001,CYP2J2,4,0,none
OCNT-0461730-AA-001,CYP3A4,4,0,none
OCNT-0461736-AA-001,CYP2J2,4,0,none
OCNT-0461736-AA-001,CYP3A4,4,3,partial
OCNT-0461738-AA-001,CYP2J2,4,0,none
OCNT-0461738-AA-001,CYP3A4,4,0,none
OCNT-0461740-AA-001,CYP2J2,4,0,none
OCNT-0461740-AA-001,CYP3A4,4,4,full
OCNT-0461744-AA-001,CYP2J2,4,3,partial
OCNT-0461744-AA-001,CYP3A4,4,4,full
OCNT-0461748-AA-001,CYP2J2,4,0,none
OCNT-0461748-AA-001,CYP3A4,3,0,none
OCNT-0461751-AA-001,CYP2J2,4,0,none
OCNT-0461751-AA-001,CYP3A4,4,0,none
OCNT-0461753-AA-001,CYP2J2,4,0,none
OCNT-0461753-AA-001,CYP3A4,4,0,none
OCNT-0461755-AA-001,CYP2J2,4,0,none
OCNT-0461755-AA-001,CYP3A4,4,0,none
OCNT-0461758-AA-001,CYP2J2,4,0,none
OCNT-0461758-AA-001,CYP3A4,4,0,none
OCNT-0461760-AA-001,CYP2J2,4,0,none
OCNT-0461760-AA-001,CYP3A4,4,0,none
OCNT-0461763-AA-001,CYP2J2,4,0,none
OCNT-0461763-AA-001,CYP3A4,3,0,none
OCNT-0461766-AA-001,CYP2J2,4,0,none
OCNT-0461766-AA-001,CYP3A4,4,0,none
OCNT-0461767-AA-001,CYP2J2,4,0,none
OCNT-0461767-AA-001,CYP3A4,4,0,none
OCNT-0461770-AA-001,CYP2J2,4,0,none
OCNT-0461770-AA-001,CYP3A4,4,4,full
OCNT-0461774-AA-001,CYP2J2,4,0,none
OCNT-0461774-AA-001,CYP3A4,4,0,none
OCNT-0461784-AA-001,CYP2J2,4,0,none
OCNT-0461784-AA-001,CYP3A4,4,0,none
OCNT-0461786-AA-001,CYP2J2,4,0,none
