ocnt_batch,enzyme,n,n_zero,pattern
OCNT-0479233-AA-001,CYP3A4,4,3,partial
OCNT-0479239-AA-001,CYP2J2,4,0,none
OCNT-0479239-AA-001,CYP3A4,4,0,none
OCNT-0479245-AA-001,CYP2J2,4,0,none
OCNT-0479245-AA-001,CYP3A4,4,0,none
OCNT-0479247-AA-001,CYP2J2,4,0,none
OCNT-0479247-AA-001,CYP3A4,4,3,partial
OCNT-0479249-AA-001,CYP2J2,4,0,none
OCNT-0479249-AA-001,CYP3A4,4,0,none
OCNT-0479251-AA-001,CYP2J2,4,0,none
OCNT-0479251-AA-001,CYP3A4,4,0,none
OCNT-0479252-AA-001,CYP2J2,4,0,none
OCNT-0479252-AA-001,CYP3A4,4,0,none
OCNT-0479253-AA-001,CYP2J2,4,0,none
OCNT-0479253-AA-001,CYP3A4,4,4,full
OCNT-0479255-AA-001,CYP2J2,4,0,none
OCNT-0479255-AA-001,CYP3A4,4,3,partial
OCNT-0479257-AA-001,CYP2J2,4,0,none
OCNT-0479257-AA-001,CYP3A4,4,3,partial
OCNT-0479260-AA-001,CYP2J2,4,0,none
OCNT-0479260-AA-001,CYP3A4,4,0,none
OCNT-0479261-AA-001,CYP2J2,4,0,none
OCNT-0479261-AA-001,CYP3A4,4,0,none
OCNT-0479263-AA-001,CYP2J2,4,0,none
OCNT-0479263-AA-001,CYP3A4,4,0,none
OCNT-0479265-AA-001,CYP2J2,4,0,none
OCNT-0479265-AA-001,CYP3A4,3,0,none
OCNT-0479268-AA-001,CYP2J2,4,0,none
OCNT-0479268-AA-001,CYP3A4,4,0,none
OCNT-0479274-AA-001,CYP2J2,4,0,none
OCNT-0479274-AA-001,CYP3A4,4,0,none
OCNT-0479276-AA-001,CYP2J2,4,0,none
OCNT-0479276-AA-001,CYP3A4,4,0,none
OCNT-0479278-AA-001,CYP2J2,4,0,none
OCNT-0479278-AA-001,CYP3A4,4,0,none
OCNT-0479280-AA-001,CYP2J2,4,0,none
OCNT-0479280-AA-001,CYP3A4,4,0,none
OCNT-0479283-AA-001,CYP2J2,4,0,none
OCNT-0479283-AA-001,CYP3A4,4,0,none
OCNT-0479284-AA-001,CYP2J2,3,0,none
OCNT-0479284-AA-001,CYP3A4,2,0,none
OCNT-0479285-AA-001,CYP2J2,4,0,none
OCNT-0479285-AA-001,CYP3A4,4,0,none
OCNT-0479287-AA-001,CYP2J2,4,0,none
OCNT-0479287-AA-001,CYP3A4,4,0,none
OCNT-0479288-AA-001,CYP2J2,4,0,none
OCNT-0479288-AA-001,CYP3A4,4,2,partial
OCNT-0479293-AA-001,CYP2J2,4,0,none
OCNT-0479293-AA-001,CYP3A4,4,0,none
OCNT-0479298-AA-001,CYP2J2,4,0,none
OCNT-0479298-AA-001,CYP3A4,4,0,none
OCNT-0479300-AA-001,CYP2J2,4,0,none
OCNT-0479300-AA-001,CYP3A4,4,0,none
OCNT-0479302-AA-001,CYP2J2,4,0,none
OCNT-0479302-AA-001,CYP3A4,4,0,none
OCNT-0479304-AA-001,CYP2J2,4,0,none
OCNT-0479304-AA-001,CYP3A4,4,0,none
OCNT-0479306-AA-001,CYP2J2,4,0,none
OCNT-0479306-AA-001,CYP3A4,4,0,none
OCNT-0479308-AA-001,CYP2J2,4,0,none
OCNT-0479308-AA-001,CYP3A4,4,0,none
OCNT-0479318-AA-001,CYP2J2,4,0,none
OCNT-0479318-AA-001,CYP3A4,4,0,none
OCNT-0479322-AA-001,CYP2J2,4,0,none
OCNT-0479322-AA-001,CYP3A4,4,0,none
OCNT-0479328-AA-001,CYP2J2,4,0,none
OCNT-0479328-AA-001,CYP3A4,4,0,none
OCNT-0479338-AA-001,CYP2J2,4,0,none
OCNT-0479338-AA-001,CYP3A4,4,0,none
OCNT-0479344-AA-001,CYP2J2,4,0,none
OCNT-0479344-AA-001,CYP3A4,4,0,none
OCNT-0479361-AA-001,CYP2J2,4,0,none
OCNT-0479361-AA-001,CYP3A4,4,4,full
OCNT-0479364-AA-001,CYP2J2,4,0,none
OCNT-0479364-AA-001,CYP3A4,4,0,none
OCNT-0479366-AA-001,CYP2J2,4,0,none
OCNT-0479366-AA-001,CYP3A4,4,0,none
OCNT-0479368-AA-001,CYP2J2,4,0,none
OCNT-0479368-AA-001,CYP3A4,4,0,none
OCNT-0479370-AA-001,CYP2J2,4,0,none
OCNT-0479370-AA-001,CYP3A4,4,0,none
OCNT-0479372-AA-001,CYP2J2,4,0,none
OCNT-0479372-AA-001,CYP3A4,4,0,none
OCNT-0479376-AA-001,CYP2J2,4,0,none
OCNT-0479376-AA-001,CYP3A4,4,0,none
OCNT-0479377-AA-001,CYP2J2,4,0,none
OCNT-0479377-AA-001,CYP3A4,4,0,none
OCNT-0479379-AA-001,CYP2J2,4,0,none
OCNT-0479379-AA-001,CYP3A4,4,0,none
OCNT-0479384-AA-001,CYP2J2,4,0,none
OCNT-0479384-AA-001,CYP3A4,4,0,none
OCNT-0479385-AA-001,CYP2J2,4,0,none
OCNT-0479385-AA-001,CYP3A4,3,0,none
OCNT-0479389-AA-001,CYP2J2,4,0,none
OCNT-0479389-AA-001,CYP3A4,4,2,partial
OCNT-0479390-AA-001,CYP2J2,4,0,none
OCNT-0479390-AA-001,CYP3A4,4,1,partial
OCNT-0479391-AA-001,CYP2J2,4,0,none
OCNT-0479391-AA-001,CYP3A4,4,2,partial
OCNT-0479393-AA-001,CYP2J2,4,3,partial
OCNT-0479393-AA-001,CYP3A4,4,0,none
OCNT-0479395-AA-001,CYP2J2,4,0,none
OCNT-0479395-AA-001,CYP3A4,4,0,none
OCNT-0479397-AA-001,CYP2J2,4,0,none
OCNT-0479397-AA-001,CYP3A4,4,0,none
OCNT-0479399-AA-001,CYP2J2,4,0,none
OCNT-0479399-AA-001,CYP3A4,4,4,full
OCNT-0479401-AA-001,CYP2J2,4,0,none
OCNT-0479401-AA-001,CYP3A4,4,0,none
OCNT-0479403-AA-001,CYP2J2,4,0,none
OCNT-0479403-AA-001,CYP3A4,4,0,none
OCNT-0479405-AA-001,CYP2J2,4,0,none
OCNT-0479405-AA-001,CYP3A4,4,0,none
OCNT-0479407-AA-001,CYP2J2,4,0,none
OCNT-0479407-AA-001,CYP3A4,4,0,none
OCNT-0479409-AA-001,CYP2J2,4,0,none
OCNT-0479409-AA-001,CYP3A4,4,0,none
OCNT-0479411-AA-001,CYP2J2,4,0,none
OCNT-0479411-AA-001,CYP3A4,4,0,none
OCNT-0479413-AA-001,CYP2J2,4,0,none
OCNT-0479413-AA-001,CYP3A4,4,3,partial
OCNT-0479427-AA-001,CYP2J2,4,0,none
OCNT-0479427-AA-001,CYP3A4,4,4,full
OCNT-0479429-AA-001,CYP2J2,4,0,none
OCNT-0479429-AA-001,CYP3A4,4,4,full
OCNT-0479433-AA-001,CYP2J2,4,0,none
OCNT-0479433-AA-001,CYP3A4,4,0,none
OCNT-0479435-AA-001,CYP2J2,4,0,none
OCNT-0479435-AA-001,CYP3A4,4,4,full
OCNT-0479437-AA-001,CYP2J2,4,2,partial
OCNT-0479437-AA-001,CYP3A4,4,4,full
OCNT-0479442-AA-001,CYP2J2,4,0,none
OCNT-0479442-AA-001,CYP3A4,4,0,none
OCNT-0479446-AA-001,CYP2J2,4,0,none
OCNT-0479446-AA-001,CYP3A4,4,0,none
OCNT-0479448-AA-001,CYP2J2,4,0,none
OCNT-0479448-AA-001,CYP3A4,4,0,none
OCNT-0479450-AA-001,CYP2J2,4,0,none
OCNT-0479450-AA-001,CYP3A4,4,0,none
OCNT-0479466-AA-001,CYP2J2,4,0,none
OCNT-0479466-AA-001,CYP3A4,4,0,none
OCNT-0479472-AA-001,CYP2J2,4,0,none
OCNT-0479472-AA-001,CYP3A4,4,0,none
OCNT-0479496-AA-001,CYP2J2,4,0,none
OCNT-0479496-AA-001,CYP3A4,3,0,none
OCNT-0479499-AA-001,CYP2J2,4,0,none
OCNT-0479499-AA-001,CYP3A4,3,3,full
OCNT-0479500-AA-001,CYP2J2,4,0,none
OCNT-0479500-AA-001,CYP3A4,4,0,none
OCNT-0479501-AA-001,CYP2J2,4,0,none
OCNT-0479501-AA-001,CYP3A4,4,0,none
OCNT-0479503-AA-001,CYP2J2,4,0,none
OCNT-0479503-AA-001,CYP3A4,4,0,none
OCNT-0479523-AA-001,CYP2J2,4,0,none
OCNT-0479523-AA-001,CYP3A4,4,2,partial
OCNT-0479525-AA-001,CYP2J2,4,0,none
OCNT-0479525-AA-001,CYP3A4,4,0,none
OCNT-0479527-AA-001,CYP2J2,4,0,none
OCNT-0479527-AA-001,CYP3A4,4,0,none
OCNT-0479564-AA-001,CYP2J2,4,0,none
OCNT-0479564-AA-001,CYP3A4,4,0,none
OCNT-0479585-AA-001,CYP2J2,4,0,none
OCNT-0479585-AA-001,CYP3A4,4,4,full
OCNT-0479588-AA-001,CYP2J2,4,0,none
OCNT-0479588-AA-001,CYP3A4,4,0,none
OCNT-0479598-AA-001,CYP2J2,4,0,none
OCNT-0479598-AA-001,CYP3A4,4,4,full
OCNT-0479600-AA-001,CYP2J2,4,0,none
OCNT-0479600-AA-001,CYP3A4,4,3,partial
OCNT-0479603-AA-001,CYP2J2,4,0,none
OCNT-0479603-AA-001,CYP3A4,4,0,none
OCNT-0479605-AA-001,CYP2J2,4,0,none
OCNT-0479605-AA-001,CYP3A4,3,0,none
OCNT-0479613-AA-001,CYP2J2,4,3,partial
OCNT-0479613-AA-001,CYP3A4,4,4,full
OCNT-0479618-AA-001,CYP2J2,4,0,none
OCNT-0479618-AA-001,CYP3A4,4,4,full
OCNT-0479622-AA-001,CYP2J2,4,0,none
OCNT-0479622-AA-001,CYP3A4,4,4,full
OCNT-0479624-AA-001,CYP2J2,4,0,none
OCNT-0479624-AA-001,CYP3A4,4,0,none
OCNT-0479685-AA-001,CYP2J2,4,0,none
OCNT-0479685-AA-001,CYP3A4,4,0,none
OCNT-0479689-AA-001,CYP2J2,4,0,none
OCNT-0479689-AA-001,CYP3A4,4,0,none
OCNT-0479693-AA-001,CYP2J2,4,0,none
OCNT-0479693-AA-001,CYP3A4,4,0,none
OCNT-0479717-AA-001,CYP2J2,4,0,none
OCNT-0479717-AA-001,CYP3A4,4,0,none
OCNT-0479721-AA-001,CYP2J2,4,0,none
OCNT-0479721-AA-001,CYP3A4,4,0,none
OCNT-0479723-AA-001,CYP2J2,4,0,none
OCNT-0479723-AA-001,CYP3A4,4,0,none
OCNT-0479725-AA-001,CYP2J2,3,0,none
OCNT-0479725-AA-001,CYP3A4,4,0,none
OCNT-0479749-AA-001,CYP2J2,4,0,none
OCNT-0479749-AA-001,CYP3A4,4,0,none
OCNT-0479771-AA-001,CYP2J2,4,0,none
OCNT-0479771-AA-001,CYP3A4,4,0,none
OCNT-0480057-AA-002,CYP2J2,4,0,none
OCNT-0480057-AA-002,CYP3A4,4,0,none
OCNT-0481714-AA-001,CYP2J2,4,0,none
OCNT-0481714-AA-001,CYP3A4,4,0,none
OCNT-0481724-AA-001,CYP2J2,4,0,none
OCNT-0481724-AA-001,CYP3A4,4,0,none
OCNT-0481739-AA-001,CYP2J2,4,0,none
OCNT-0481739-AA-001,CYP3A4,4,0,none
OCNT-0481795-AA-001,CYP2J2,4,0,none
OCNT-0481795-AA-001,CYP3A4,4,0,none
OCNT-0481805-AA-001,CYP2J2,4,0,none
OCNT-0481805-AA-001,CYP3A4,4,0,none
OCNT-0481958-AA-001,CYP2J2,4,0,none
OCNT-0481958-AA-001,CYP3A4,4,0,none
OCNT-0481962-AA-001,CYP2J2,4,0,none
OCNT-0481962-AA-001,CYP3A4,4,0,none
OCNT-0482005-AA-001,CYP2J2,4,0,none
OCNT-0482005-AA-001,CYP3A4,4,0,none
OCNT-0482018-AA-001,CYP2J2,4,0,none
OCNT-0482018-AA-001,CYP3A4,4,0,none
OCNT-0482020-AA-001,CYP2J2,4,0,none
OCNT-0482020-AA-001,CYP3A4,4,0,none
OCNT-0482022-AA-001,CYP2J2,4,0,none
OCNT-0482022-AA-001,CYP3A4,4,0,none
OCNT-0482024-AA-001,CYP2J2,4,0,none
OCNT-0482024-AA-001,CYP3A4,4,0,none
OCNT-0482026-AA-001,CYP2J2,4,0,none
OCNT-0482026-AA-001,CYP3A4,4,0,none
OCNT-0482032-AA-001,CYP2J2,4,0,none
OCNT-0482032-AA-001,CYP3A4,4,0,none
OCNT-0482050-AA-001,CYP2J2,4,0,none
OCNT-0482050-AA-001,CYP3A4,4,0,none
OCNT-0482052-AA-001,CYP2J2,4,0,none
OCNT-0482052-AA-001,CYP3A4,4,0,none
OCNT-0482054-AA-001,CYP2J2,4,0,none
OCNT-0482054-AA-001,CYP3A4,4,0,none
OCNT-0482056-AA-001,CYP2J2,4,0,none
OCNT-0482056-AA-001,CYP3A4,4,0,none
OCNT-0482064-AA-001,CYP2J2,4,0,none
OCNT-0482064-AA-001,CYP3A4,4,0,none
OCNT-0482072-AA-001,CYP2J2,4,0,none
OCNT-0482072-AA-001,CYP3A4,4,0,none
OCNT-0482076-AA-001,CYP2J2,4,0,none
OCNT-0482076-AA-001,CYP3A4,4,0,none
OCNT-0482080-AA-001,CYP2J2,4,0,none
OCNT-0482080-AA-001,CYP3A4,4,0,none
OCNT-0482082-AA-001,CYP2J2,4,0,none
OCNT-0482082-AA-001,CYP3A4,3,2,partial
OCNT-0482086-AA-001,CYP2J2,4,0,none
OCNT-0482086-AA-001,CYP3A4,4,0,none
OCNT-0482088-AA-001,CYP2J2,4,0,none
OCNT-0482088-AA-001,CYP3A4,4,0,none
OCNT-0482092-AA-001,CYP2J2,4,0,none
OCNT-0482092-AA-001,CYP3A4,4,0,none
OCNT-0482094-AA-001,CYP2J2,4,0,none
OCNT-0482094-AA-001,CYP3A4,4,0,none
OCNT-0482096-AA-001,CYP2J2,4,0,none
OCNT-0482096-AA-001,CYP3A4,4,0,none
OCNT-0482102-AA-001,CYP2J2,4,0,none
OCNT-0482102-AA-001,CYP3A4,4,0,none
OCNT-0482106-AA-001,CYP2J2,4,0,none
OCNT-0482106-AA-001,CYP3A4,4,0,none
OCNT-0482114-AA-001,CYP2J2,4,0,none
OCNT-0482114-AA-001,CYP3A4,4,0,none
OCNT-0482116-AA-001,CYP2J2,4,0,none
OCNT-0482116-AA-001,CYP3A4,4,0,none
OCNT-0482118-AA-001,CYP2J2,4,0,none
OCNT-0482118-AA-001,CYP3A4,4,0,none
OCNT-0482120-AA-001,CYP2J2,4,0,none
OCNT-0482120-AA-001,CYP3A4,4,0,none
OCNT-0482122-AA-001,CYP2J2,4,0,none
OCNT-0482122-AA-001,CYP3A4,4,0,none
OCNT-0482126-AA-001,CYP2J2,4,0,none
OCNT-0482126-AA-001,CYP3A4,4,3,partial
OCNT-0482146-AA-001,CYP2J2,4,0,none
OCNT-0482146-AA-001,CYP3A4,4,0,none
OCNT-0482148-AA-001,CYP2J2,4,0,none
OCNT-0482148-AA-001,CYP3A4,4,0,none
OCNT-0482156-AA-001,CYP2J2,4,0,none
OCNT-0482156-AA-001,CYP3A4,4,0,none
OCNT-0482160-AA-001,CYP2J2,4,0,none
OCNT-0482160-AA-001,CYP3A4,4,0,none
OCNT-0482180-AA-001,CYP2J2,4,0,none
OCNT-0482180-AA-001,CYP3A4,4,0,none
OCNT-0482206-AA-001,CYP2J2,4,2,partial
OCNT-0482206-AA-001,CYP3A4,4,0,none
OCNT-0482212-AA-001,CYP2J2,4,0,none
OCNT-0482212-AA-001,CYP3A4,4,0,none
OCNT-0482222-AA-001,CYP2J2,4,0,none
OCNT-0482222-AA-001,CYP3A4,4,0,none
OCNT-0482228-AQ-001,CYP2J2,4,0,none
OCNT-0482228-AQ-001,CYP3A4,4,0,none
OCNT-0482272-AA-001,CYP2J2,4,0,none
OCNT-0482272-AA-001,CYP3A4,4,0,none
OCNT-0482276-AA-001,CYP2J2,4,0,none
OCNT-0482276-AA-001,CYP3A4,4,0,none
OCNT-0482286-AA-001,CYP2J2,4,0,none
OCNT-0482286-AA-001,CYP3A4,4,0,none
OCNT-0482292-AA-001,CYP2J2,4,0,none
OCNT-0482292-AA-001,CYP3A4,4,0,none
OCNT-0482294-AA-001,CYP2J2,4,0,none
OCNT-0482294-AA-001,CYP3A4,4,0,none
OCNT-0482298-AA-001,CYP2J2,4,0,none
OCNT-0482298-AA-001,CYP3A4,4,0,none
OCNT-0482300-AA-001,CYP2J2,4,0,none
OCNT-0482300-AA-001,CYP3A4,4,0,none
OCNT-0482302-AA-001,CYP2J2,4,0,none
OCNT-0482302-AA-001,CYP3A4,4,0,none
OCNT-0482304-AA-001,CYP2J2,4,0,none
OCNT-0482304-AA-001,CYP3A4,3,0,none
OCNT-0482322-AA-001,CYP2J2,4,0,none
OCNT-0482322-AA-001,CYP3A4,4,0,none
OCNT-0482324-AA-001,CYP2J2,4,0,none
OCNT-0482324-AA-001,CYP3A4,4,0,none
OCNT-0482326-AA-001,CYP2J2,4,0,none
OCNT-0482326-AA-001,CYP3A4,4,0,none
OCNT-0482328-AA-001,CYP2J2,4,0,none
OCNT-0482328-AA-001,CYP3A4,4,0,none
OCNT-0482330-AA-001,CYP2J2,4,0,none
OCNT-0482330-AA-001,CYP3A4,4,0,none
OCNT-0482332-AA-001,CYP2J2,4,0,none
OCNT-0482332-AA-001,CYP3A4,4,0,none
OCNT-0482334-AA-001,CYP2J2,4,0,none
OCNT-0482334-AA-001,CYP3A4,4,0,none
OCNT-0482336-AA-001,CYP2J2,4,0,none
OCNT-0482336-AA-001,CYP3A4,4,0,none
OCNT-0482364-AA-001,CYP2J2,4,0,none
OCNT-0482364-AA-001,CYP3A4,4,0,none
OCNT-0482368-AA-001,CYP2J2,4,0,none
OCNT-0482368-AA-001,CYP3A4,4,0,none
OCNT-0482383-AA-001,CYP2J2,4,0,none
OCNT-0482383-AA-001,CYP3A4,4,0,none
OCNT-0482388-AA-001,CYP2J2,4,0,none
OCNT-0482388-AA-001,CYP3A4,4,0,none
OCNT-0482389-AQ-001,CYP2J2,4,0,none
OCNT-0482389-AQ-001,CYP3A4,4,0,none
OCNT-0482390-AA-001,CYP2J2,4,0,none
OCNT-0482390-AA-001,CYP3A4,4,0,none
OCNT-0482391-AQ-001,CYP2J2,4,0,none
OCNT-0482391-AQ-001,CYP3A4,4,0,none
OCNT-0482392-AA-001,CYP2J2,4,4,full
OCNT-0482392-AA-001,CYP3A4,4,0,none
OCNT-0482400-AA-001,CYP2J2,4,0,none
OCNT-0482400-AA-001,CYP3A4,4,0,none
OCNT-0482403-AA-001,CYP2J2,4,0,none
OCNT-0482403-AA-001,CYP3A4,4,0,none
OCNT-0482405-AA-001,CYP2J2,4,2,partial
OCNT-0482405-AA-001,CYP3A4,4,0,none
OCNT-0482437-AA-001,CYP2J2,4,0,none
OCNT-0482437-AA-001,CYP3A4,4,0,none
OCNT-0482457-AA-001,CYP2J2,4,0,none
OCNT-0482457-AA-001,CYP3A4,4,0,none
OCNT-0482484-AA-001,CYP2J2,4,0,none
OCNT-0482484-AA-001,CYP3A4,4,0,none
OCNT-0482490-AA-001,CYP2J2,4,2,partial
OCNT-0482490-AA-001,CYP3A4,3,2,partial
OCNT-0482518-AA-001,CYP2J2,4,0,none
OCNT-0482518-AA-001,CYP3A4,4,0,none
OCNT-0482520-AA-001,CYP2J2,4,0,none
OCNT-0482520-AA-001,CYP3A4,4,0,none
OCNT-0482548-AA-001,CYP2J2,4,0,none
OCNT-0482548-AA-001,CYP3A4,4,0,none
OCNT-0482553-AA-001,CYP2J2,4,0,none
OCNT-0482553-AA-001,CYP3A4,4,0,none
OCNT-0482556-AA-001,CYP2J2,4,0,none
OCNT-0482556-AA-001,CYP3A4,4,0,none
OCNT-0482557-AA-001,CYP2J2,4,0,none
OCNT-0482557-AA-001,CYP3A4,4,0,none
OCNT-0482558-AA-001,CYP2J2,4,0,none
OCNT-0482558-AA-001,CYP3A4,4,0,none
OCNT-0482560-AA-001,CYP2J2,4,0,none
OCNT-0482560-AA-001,CYP3A4,4,0,none
OCNT-0482578-AA-001,CYP2J2,4,0,none
OCNT-0482578-AA-001,CYP3A4,4,0,none
OCNT-0482580-AA-001,CYP2J2,4,0,none
OCNT-0482580-AA-001,CYP3A4,4,2,partial
OCNT-0482582-AA-001,CYP2J2,4,0,none
OCNT-0482582-AA-001,CYP3A4,4,0,none
OCNT-0482584-AA-001,CYP2J2,4,0,none
OCNT-0482584-AA-001,CYP3A4,4,3,partial
OCNT-0482586-AA-001,CYP2J2,4,4,full
OCNT-0482586-AA-001,CYP3A4,4,0,none
OCNT-0482588-AA-001,CYP2J2,4,0,none
OCNT-0482588-AA-001,CYP3A4,4,0,none
OCNT-0482596-AA-001,CYP2J2,4,0,none
OCNT-0482596-AA-001,CYP3A4,4,0,none
OCNT-0483873-AA-002,CYP2J2,4,0,none
OCNT-0483873-AA-002,CYP3A4,4,0,none
OCNT-0493917-AA-001,CYP2J2,4,0,none
OCNT-0493917-AA-001,CYP3A4,4,0,none
OCNT-0493920-AA-001,CYP2J2,4,0,none
OCNT-0493920-AA-001,CYP3A4,4,0,none
OCNT-0493933-AA-001,CYP2J2,4,0,none
OCNT-0493933-AA-001,CYP3A4,4,0,none
OCNT-0493940-AA-001,CYP2J2,4,0,none
OCNT-0493940-AA-001,CYP3A4,4,0,none
OCNT-0493944-AA-001,CYP2J2,4,0,none
OCNT-0493944-AA-001,CYP3A4,4,0,none
OCNT-0493949-AA-001,CYP2J2,4,0,none
OCNT-0493949-AA-001,CYP3A4,4,0,none
OCNT-0493952-AA-001,CYP2J2,4,0,none
OCNT-0493952-AA-001,CYP3A4,4,0,none
OCNT-0493954-AA-001,CYP2J2,4,0,none
OCNT-0493954-AA-001,CYP3A4,4,0,none
OCNT-0493958-AA-001,CYP2J2,4,0,none
OCNT-0493958-AA-001,CYP3A4,4,0,none
OCNT-0493961-AA-001,CYP2J2,4,0,none
OCNT-0493961-AA-001,CYP3A4,4,0,none
OCNT-0493966-AA-001,CYP2J2,4,0,none
OCNT-0493966-AA-001,CYP3A4,4,0,none
OCNT-0493970-AA-001,CYP2J2,4,0,none
OCNT-0493970-AA-001,CYP3A4,4,0,none
OCNT-0493971-AA-001,CYP2J2,4,0,none
OCNT-0493971-AA-001,CYP3A4,4,0,none
OCNT-0493974-AA-001,CYP2J2,4,0,none
OCNT-0493974-AA-001,CYP3A4,4,0,none
OCNT-0493978-AA-001,CYP2J2,4,0,none
OCNT-0493978-AA-001,CYP3A4,3,3,full
OCNT-0493980-AA-001,CYP2J2,4,0,none
OCNT-0493980-AA-001,CYP3A4,4,0,none
OCNT-0493982-AA-001,CYP2J2,4,0,none
OCNT-0493982-AA-001,CYP3A4,4,0,none
OCNT-0493988-AA-001,CYP2J2,4,0,none
OCNT-0493988-AA-001,CYP3A4,4,0,none
OCNT-0493990-AA-001,CYP2J2,4,0,none
OCNT-0493990-AA-001,CYP3A4,4,0,none
OCNT-0493997-AA-001,CYP2J2,4,0,none
OCNT-0493997-AA-001,CYP3A4,4,0,none
OCNT-0494001-AA-001,CYP2J2,4,0,none
OCNT-0494001-AA-001,CYP3A4,4,0,none
OCNT-0494005-AA-001,CYP2J2,4,0,none
OCNT-0494005-AA-001,CYP3A4,4,0,none
OCNT-0494021-AA-001,CYP2J2,4,0,none
OCNT-0494021-AA-001,CYP3A4,4,0,none
OCNT-0494023-AA-001,CYP2J2,4,0,none
OCNT-0494023-AA-001,CYP3A4,4,0,none
OCNT-0494025-AA-001,CYP2J2,4,0,none
OCNT-0494025-AA-001,CYP3A4,4,0,none
OCNT-0494038-AA-001,CYP2J2,4,0,none
OCNT-0494038-AA-001,CYP3A4,4,0,none
OCNT-0494040-AA-001,CYP2J2,4,0,none
OCNT-0494040-AA-001,CYP3A4,4,0,none
OCNT-0494041-AA-001,CYP2J2,4,0,none
OCNT-0494041-AA-001,CYP3A4,4,0,none
OCNT-0494048-AA-001,CYP2J2,4,0,none
OCNT-0494048-AA-001,CYP3A4,4,0,none
OCNT-0494056-AA-001,CYP2J2,4,0,none
OCNT-0494056-AA-001,CYP3A4,4,0,none
OCNT-0494076-AA-001,CYP2J2,4,0,none
OCNT-0494076-AA-001,CYP3A4,4,0,none
OCNT-0494077-AA-001,CYP2J2,4,0,none
OCNT-0494077-AA-001,CYP3A4,4,0,none
OCNT-0494078-AA-001,CYP2J2,4,0,none
OCNT-0494078-AA-001,CYP3A4,4,0,none
OCNT-0494083-AA-001,CYP2J2,4,0,none
OCNT-0494083-AA-001,CYP3A4,4,0,none
OCNT-0494103-AA-001,CYP2J2,4,0,none
OCNT-0494103-AA-001,CYP3A4,4,0,none
OCNT-0494106-AA-001,CYP2J2,4,0,none
OCNT-0494106-AA-001,CYP3A4,4,0,none
OCNT-0494109-AA-001,CYP2J2,4,0,none
OCNT-0494109-AA-001,CYP3A4,4,0,none
OCNT-0494125-AA-001,CYP2J2,4,0,none
OCNT-0494125-AA-001,CYP3A4,4,0,none
OCNT-0494126-AA-001,CYP2J2,4,0,none
OCNT-0494126-AA-001,CYP3A4,4,0,none
OCNT-0494130-AA-001,CYP2J2,4,0,none
OCNT-0494130-AA-001,CYP3A4,4,0,none
OCNT-0494134-AA-001,CYP2J2,4,0,none
OCNT-0494134-AA-001,CYP3A4,4,0,none
OCNT-0494135-AA-001,CYP2J2,4,0,none
OCNT-0494135-AA-001,CYP3A4,4,0,none
OCNT-0494136-AA-001,CYP2J2,4,0,none
OCNT-0494136-AA-001,CYP3A4,4,0,none
OCNT-0494138-AA-001,CYP2J2,4,0,none
OCNT-0494138-AA-001,CYP3A4,4,0,none
OCNT-0494141-AA-001,CYP2J2,4,0,none
OCNT-0494141-AA-001,CYP3A4,4,0,none
OCNT-0494142-AA-001,CYP2J2,4,0,none
OCNT-0494142-AA-001,CYP3A4,4,0,none
OCNT-0494150-AA-001,CYP2J2,4,0,none
OCNT-0494150-AA-001,CYP3A4,4,0,none
OCNT-0494151-AA-001,CYP2J2,4,0,none
OCNT-0494151-AA-001,CYP3A4,4,0,none
OCNT-0494154-AA-001,CYP2J2,4,0,none
OCNT-0494154-AA-001,CYP3A4,4,0,none
OCNT-0494156-AA-001,CYP2J2,4,0,none
OCNT-0494156-AA-001,CYP3A4,4,0,none
OCNT-0494158-AA-001,CYP2J2,4,0,none
OCNT-0494158-AA-001,CYP3A4,4,0,none
OCNT-0494161-AA-001,CYP2J2,4,0,none
OCNT-0494161-AA-001,CYP3A4,4,0,none
OCNT-0494165-AA-001,CYP2J2,4,0,none
OCNT-0494165-AA-001,CYP3A4,4,0,none
OCNT-0494173-AA-001,CYP2J2,4,0,none
OCNT-0494173-AA-001,CYP3A4,4,4,full
OCNT-0494176-AA-001,CYP2J2,4,0,none
OCNT-0494176-AA-001,CYP3A4,4,0,none
OCNT-0494192-AA-001,CYP2J2,4,0,none
OCNT-0494192-AA-001,CYP3A4,4,0,none
OCNT-0494193-AA-001,CYP2J2,4,0,none
OCNT-0494193-AA-001,CYP3A4,4,0,none
OCNT-0494197-AA-001,CYP2J2,4,0,none
OCNT-0494197-AA-001,CYP3A4,4,0,none
OCNT-0494198-AA-001,CYP2J2,4,0,none
OCNT-0494198-AA-001,CYP3A4,4,0,none
OCNT-0494209-AA-001,CYP2J2,4,0,none
OCNT-0494209-AA-001,CYP3A4,4,0,none
OCNT-0494212-AA-001,CYP2J2,4,0,none
OCNT-0494212-AA-001,CYP3A4,4,0,none
OCNT-0494220-AA-001,CYP2J2,4,0,none
OCNT-0494220-AA-001,CYP3A4,4,0,none
OCNT-0494222-AA-001,CYP2J2,4,0,none
OCNT-0494222-AA-001,CYP3A4,4,0,none
OCNT-0495765-AA-001,CYP2J2,4,0,none
OCNT-0495765-AA-001,CYP3A4,4,0,none
OCNT-0495768-AA-001,CYP2J2,4,0,none
