model,roc_auc,pr_auc,brier,prevalence,n
baseline_prevalence,0.48903659124263466,0.903681457323626,0.08501462401250016,0.906192195895358,11353
logistic_descriptors,0.8157305744784935,0.9702813411486001,0.10364742060946483,0.906192195895358,11353
random_forest,0.8996847596726029,0.9859499311174548,0.05873502256690536,0.906192195895358,11353
