ocnt_batch,CYP2J2,CYP3A4,CYP2J2_call,CYP3A4_call
OCNT-0458566-AA-001,0.0728956200843662,-0.1618058835506488,non-substrate,inconclusive
OCNT-0458584-AA-001,-0.0940925015536401,-2.072305771759813,inconclusive,substrate
OCNT-0458586-AA-001,0.0086924699194473,-3.379945373440229,non-substrate,substrate
OCNT-0458590-AA-001,-0.0192351931082491,-0.1254366618624483,non-substrate,inconclusive
OCNT-0458642-AA-001,-0.0771495504102915,-0.7836891599042064,inconclusive,inconclusive
OCNT-0458648-AA-001,0.0077629697159738,-0.4364417674051321,non-substrate,substrate
OCNT-0458649-AA-001,-0.0104518447379201,-0.1906487659956676,non-substrate,substrate
OCNT-0458654-AA-001,0.0877781793995132,0.2712576590396626,non-substrate,non-substrate
OCNT-0458656-AA-001,0.324049314887603,0.2628472604055784,non-substrate,non-substrate
OCNT-0458660-AA-001,0.1298210395697073,-0.8693577719355151,non-substrate,substrate
OCNT-0458661-AA-001,-0.0239254632110916,-0.3493606851494206,non-substrate,substrate
OCNT-0458662-AA-001,0.1021187794896115,-3.193069100911748,non-substrate,substrate
OCNT-0459973-AA-001,-0.0562784538172518,-0.3284841281878208,inconclusive,substrate
OCNT-0459975-AA-001,0.0785458066433657,-3.3652453750554425,non-substrate,substrate
OCNT-0460157-AA-001,0.0625816896871365,-0.0119296274405901,non-substrate,inconclusive
OCNT-0460159-AA-001,-0.1216287580526553,-1.8886170186036544,inconclusive,substrate
OCNT-0460161-AA-001,-0.0046704652757147,-0.7466751164871198,non-substrate,substrate
OCNT-0460163-AA-001,-0.0438268283055326,-4.0315601852396,inconclusive,substrate
OCNT-0460165-AA-001,-0.1470726703562543,-0.9910659902832482,inconclusive,substrate
OCNT-0460167-AA-001,-0.0323628556105047,-0.5918488975491913,non-substrate,substrate
OCNT-0460177-AA-001,0.0091727308049192,-0.8148871600171765,non-substrate,substrate
OCNT-0460185-AA-001,-0.1021529275470349,-3.516487660569409,inconclusive,substrate
OCNT-0460203-AA-001,0.0165273305051095,-3.211512892789107,non-substrate,substrate
OCNT-0460205-AA-001,-0.0082208358512799,-3.2374490205887327,non-substrate,substrate
OCNT-0460207-AA-001,-0.0182683847790493,-3.4277126423016298,non-substrate,substrate
OCNT-0460225-AA-001,0.0343853551615941,-0.0369337747845002,non-substrate,inconclusive
OCNT-0460227-AA-001,0.0025181007593247,0.0179044177306076,non-substrate,non-substrate
OCNT-0460287-AA-001,-0.2531922026977388,-2.2939640786762032,substrate,substrate
OCNT-0460293-AA-001,-0.0375656353054299,-0.1125019806542016,inconclusive,inconclusive
OCNT-0460299-AA-001,-0.2911550359042028,-1.3696812337534867,substrate,substrate
OCNT-0460301-AA-001,-0.4366826525748456,-3.755525264971981,substrate,substrate
OCNT-0460303-AA-001,0.0922251915009529,-1.6109496994995758,non-substrate,substrate
OCNT-0460305-AA-001,0.0938635170898534,-0.9257786849035786,non-substrate,substrate
OCNT-0460307-AA-001,0.0485702654522139,-3.4484501283423965,non-substrate,substrate
OCNT-0460309-AA-001,0.1024811920147775,-3.1882250626833657,non-substrate,substrate
OCNT-0460315-AA-001,-0.0843151093278615,-0.2621717988901274,inconclusive,substrate
OCNT-0460317-AA-001,0.0411038049260979,-0.4672127905138627,non-substrate,inconclusive
OCNT-0460331-AA-001,-0.111331250481764,-4.050131673908628,inconclusive,substrate
OCNT-0460333-AA-001,-0.0494428280548431,-0.3944395717830158,inconclusive,substrate
OCNT-0460335-AA-001,-0.0644841705280265,-0.3601294977873156,inconclusive,substrate
OCNT-0460345-AA-001,0.0417025815745735,-0.3801652422181556,non-substrate,substrate
OCNT-0460349-AA-001,0.0316205059657941,-3.053430895729888,non-substrate,substrate
OCNT-0460353-AA-001,-0.0920305245765607,-0.2209857330805358,inconclusive,substrate
OCNT-0460379-AA-001,-0.0335448234369265,-3.643000818841031,non-substrate,substrate
OCNT-0460381-AA-001,-0.0052239422545727,-3.524628631104156,non-substrate,substrate
OCNT-0460385-AA-001,-0.0144273783492987,0.0031095530605522,non-substrate,inconclusive
OCNT-0460391-AA-001,-0.0113185977747807,-2.454161483888533,non-substrate,substrate
OCNT-0460409-AA-001,0.0205343807238103,-1.3967909050775438,non-substrate,substrate
OCNT-0460411-AA-001,-0.0059161037373545,-0.1193707155271433,non-substrate,inconclusive
OCNT-0460413-AA-001,0.0814977496775213,-2.515662445695436,non-substrate,substrate
OCNT-0460492-AA-001,0.0146024815589359,-0.0844762299706797,non-substrate,inconclusive
OCNT-0460612-AA-001,-0.0655481753936998,-4.114985030373786,inconclusive,substrate
OCNT-0460614-AA-001,-0.0561928865259399,-3.2925410625642013,inconclusive,substrate
OCNT-0460632-AA-001,-0.099030914045321,-3.4693391475608695,inconclusive,substrate
OCNT-0460634-AA-001,-1.2625448848180232,-3.89031320618048,substrate,substrate
OCNT-0460635-AA-001,-0.0435366171941653,-3.1601650621208206,inconclusive,substrate
OCNT-0460636-AA-001,-0.0019243611958187,-0.0303647112004427,non-substrate,inconclusive
OCNT-0460639-AA-001,-0.0916585661057788,-3.066360254109258,inconclusive,substrate
OCNT-0460653-AA-001,-0.0404601480376097,-1.647497601834557,inconclusive,substrate
OCNT-0460655-AA-001,-0.0139554467215006,-0.3003420532196923,non-substrate,substrate
OCNT-0460657-AA-001,-0.03129232749906,-0.2280689505435103,non-substrate,substrate
OCNT-0460664-AA-001,0.0574206512903057,-0.6927267931745962,non-substrate,substrate
OCNT-0460665-AA-001,-0.079804300139405,-0.0303090114494551,inconclusive,inconclusive
OCNT-0460669-AA-001,-0.0383344728870733,-0.4454653312862394,non-substrate,substrate
OCNT-0460673-AA-001,-0.2102828922023383,-3.0754692830810075,substrate,substrate
OCNT-0460689-AA-001,-0.0045165580806968,-0.5205370942936143,non-substrate,substrate
OCNT-0460691-AA-001,-0.0233971245691671,-0.0423762197169799,inconclusive,inconclusive
OCNT-0460695-AA-001,0.0550687945538213,-3.2062900682805795,non-substrate,substrate
OCNT-0460702-AA-001,-0.2283755655462163,-1.384470439388201,substrate,substrate
OCNT-0460704-AA-001,-0.2091602629406802,-0.2613486943920107,inconclusive,substrate
OCNT-0460706-AA-001,-0.1515022330620289,-0.5399056377920163,inconclusive,substrate
OCNT-0460708-AA-001,-0.7043575271620498,-2.1255841869155065,substrate,substrate
OCNT-0460710-AA-001,-0.2661664898117154,-2.1707373200027433,substrate,substrate
OCNT-0460713-AA-001,0.0211614125275121,-1.1703615681468291,non-substrate,substrate
OCNT-0460745-AA-001,-0.0371713158137171,-0.9915924067710452,inconclusive,substrate
OCNT-0460757-AA-001,0.0192283785117304,-0.6261491346875734,non-substrate,substrate
OCNT-0460770-AA-001,0.0804646488707439,-0.7238031921909555,non-substrate,substrate
OCNT-0460775-AA-001,0.0410247468776914,-0.8716037471369901,non-substrate,substrate
OCNT-0460797-AA-001,-0.0041233932776846,-3.2339760384210243,non-substrate,substrate
OCNT-0460810-AA-001,-0.141545302993325,0.0440248976683556,inconclusive,non-substrate
OCNT-0460815-AA-001,0.010035244933972,-1.0996566169787236,non-substrate,substrate
OCNT-0460825-AA-001,0.0709475721571063,-0.032975489268311,non-substrate,inconclusive
OCNT-0460829-AA-001,0.0192772760998921,-2.659834837775606,non-substrate,substrate
OCNT-0460831-AA-001,0.0739577094682719,-3.1545235697148373,non-substrate,substrate
OCNT-0460832-AA-001,-0.0269476734347999,-3.214521135027562,non-substrate,substrate
OCNT-0460859-AA-001,-0.276065442785845,-1.648526761236102,substrate,substrate
OCNT-0460867-AA-001,-3.000329114513105,-2.4990174676988075,substrate,substrate
OCNT-0460891-AA-001,0.0006236658956847,-3.195285771400379,non-substrate,substrate
OCNT-0460895-AA-001,-0.0008993062538837,-0.3770882214125315,non-substrate,substrate
OCNT-0460901-AA-001,0.002327676788424,0.0167548382453836,non-substrate,non-substrate
OCNT-0460907-AA-001,-0.0794227302236629,-3.0931429938728816,inconclusive,substrate
OCNT-0460909-AA-001,0.0113431645101267,-3.166234545412621,non-substrate,substrate
OCNT-0461255-AA-001,-0.0844768450132089,-2.9462953954033555,inconclusive,substrate
OCNT-0461259-AA-001,0.0617310123315058,-0.055735660558919,non-substrate,inconclusive
OCNT-0461261-AA-001,-0.0125023298929219,-2.4740601358002263,non-substrate,substrate
OCNT-0461263-AA-001,-0.0146898966904131,-1.8144803587500424,non-substrate,substrate
OCNT-0461265-AA-001,-0.0007609943358621,-3.1690396510828474,non-substrate,substrate
OCNT-0461271-AA-001,-0.0270153686650197,-3.159644521300579,non-substrate,substrate
OCNT-0461289-AA-001,0.0385659528036249,-2.740840406036834,non-substrate,substrate
OCNT-0461290-AA-001,-0.0269346338188646,-0.3353379054681595,inconclusive,substrate
OCNT-0461291-AA-001,0.0386155140293429,-3.0497775764650408,non-substrate,substrate
OCNT-0461293-AA-001,0.0753383621173039,-3.1952388881098943,non-substrate,substrate
OCNT-0461295-AA-001,-0.0262247312468354,-1.0800266557878238,inconclusive,substrate
OCNT-0461297-AA-001,0.0341750379832536,-0.653116454262711,non-substrate,substrate
OCNT-0461299-AA-001,0.0481622441706096,-1.633146089564682,non-substrate,substrate
OCNT-0461301-AA-001,0.0566826980055746,-2.3154234604088115,non-substrate,substrate
OCNT-0461303-AA-001,0.0054824426282504,-0.4177535923915698,non-substrate,substrate
OCNT-0461319-AA-001,-0.0093446571052408,-0.2933729523394128,inconclusive,substrate
OCNT-0461321-AA-001,0.0006804865047904,-2.638926137853592,non-substrate,substrate
OCNT-0461327-AA-001,0.0029763624183866,-1.572786040945506,non-substrate,substrate
OCNT-0461353-AA-001,-0.050168184866149,-0.0924558738842336,inconclusive,inconclusive
OCNT-0461355-AA-001,-0.017170495699636,-0.0733946584903688,non-substrate,inconclusive
OCNT-0461364-AA-001,0.0140151953045333,-0.227897561187282,non-substrate,substrate
OCNT-0461371-AA-001,-0.0138938163014399,-1.7612905805806671,non-substrate,substrate
OCNT-0461373-AA-001,0.0544215581817541,0.1347195843751431,non-substrate,non-substrate
OCNT-0461396-AA-001,-0.0725635367012038,-2.218824955220785,inconclusive,substrate
OCNT-0461397-AA-001,0.0493646170648186,-0.3806775844228842,non-substrate,substrate
OCNT-0461404-AA-001,0.0059157094026272,-0.4690820625133517,non-substrate,substrate
OCNT-0461411-AA-001,-1.318453964330227,-1.0275706007311536,substrate,substrate
OCNT-0461413-AA-001,-0.0151570284101427,-3.3296817734172075,non-substrate,substrate
OCNT-0461426-AA-001,0.0219966177000555,-0.4869279500774779,non-substrate,substrate
OCNT-0461465-AA-001,0.0941583772300787,-0.043954970376884,non-substrate,inconclusive
OCNT-0461480-AA-001,-0.0159390979394621,-0.1449811688131563,non-substrate,inconclusive
OCNT-0461485-AA-001,-0.0183179500652714,-1.7814833797950138,non-substrate,substrate
OCNT-0461487-AA-001,0.0340064914222582,-0.6444471611551021,non-substrate,substrate
OCNT-0461492-AA-001,0.0625640809297137,-1.0756781439167735,non-substrate,substrate
OCNT-0461495-AA-001,-0.014667995664976,-1.464975695928733,non-substrate,substrate
OCNT-0461497-AA-001,-0.0293662814180827,0.0145649781695468,non-substrate,non-substrate
OCNT-0461509-AA-001,-0.1076400056041401,-1.3636112364420097,inconclusive,substrate
OCNT-0461511-AA-001,-3.0221291162035,-1.0049016382204228,substrate,substrate
OCNT-0461513-AA-001,0.0310605157969725,-3.112167907604775,non-substrate,substrate
OCNT-0461519-AA-001,0.0599076885140919,-2.9679449882433597,non-substrate,substrate
OCNT-0461521-AA-001,0.0548963501112569,-0.3093074842893788,non-substrate,substrate
OCNT-0461538-AA-001,-0.1624342400645301,-0.0039072201111988,inconclusive,inconclusive
OCNT-0461539-AA-001,-0.0030025086545151,-2.705369599547434,inconclusive,substrate
OCNT-0461556-AA-001,-0.0237080687452583,-3.076706267540658,non-substrate,substrate
OCNT-0461558-AA-001,-0.0026642570971132,-0.151564174843948,non-substrate,substrate
OCNT-0461560-AA-001,0.0405433861560187,-0.0472951167050514,non-substrate,inconclusive
OCNT-0461577-AQ-001,-0.0197516380516231,-0.2150665230128181,non-substrate,substrate
OCNT-0461591-AA-001,0.0144329589612147,-1.2231573507701303,non-substrate,substrate
OCNT-0461611-AA-001,-0.0648258829466827,-0.5116823917866796,inconclusive,substrate
OCNT-0461620-AA-001,-0.1860981582350349,-4.0801969749713765,substrate,substrate
OCNT-0461621-AA-001,-0.3635470780804585,-1.069813332142174,substrate,substrate
OCNT-0461622-AA-001,-0.0554774057986199,-0.6935002626699458,inconclusive,substrate
OCNT-0461635-AA-001,-0.0033885553494802,-0.6561267801105736,non-substrate,substrate
OCNT-0461639-AA-001,-0.2391606884177929,-1.3605325824268144,substrate,substrate
OCNT-0461640-AA-001,0.0041279627329711,-0.9257673076713396,non-substrate,substrate
OCNT-0461641-AA-001,-0.3405533155076143,-0.6374088339978039,substrate,substrate
OCNT-0461644-AA-001,0.0632797546540574,-0.9665559704708804,non-substrate,substrate
OCNT-0461646-AA-001,0.0059680415729151,-1.876834210456837,non-substrate,substrate
OCNT-0461652-AA-001,-0.1860618914651918,-4.15031079518917,substrate,substrate
OCNT-0461660-AA-001,-0.0062427124019144,-1.148606921077627,non-substrate,substrate
OCNT-0461669-AA-001,-0.2029430646509201,-0.5209752335247926,substrate,substrate
OCNT-0461672-AA-001,-0.1612335559281756,-3.9029603933539865,inconclusive,substrate
OCNT-0461674-AA-001,-0.0711791825943473,-4.29879254337608,inconclusive,substrate
OCNT-0461675-AA-001,-0.7049840443964878,-3.462296792742233,substrate,substrate
OCNT-0461677-AA-001,-0.3557172216725149,-3.250809495803939,substrate,substrate
OCNT-0461679-AA-001,0.0042847738327501,-0.4226014974175897,non-substrate,substrate
OCNT-0461680-AA-001,-0.046612563892658,-1.6860228881646544,non-substrate,substrate
OCNT-0461681-AA-001,-0.0869655500786785,-4.021768330392521,inconclusive,substrate
OCNT-0461682-AA-001,0.0396658425715321,-1.3154427273662854,non-substrate,substrate
OCNT-0461684-AA-001,-0.0652112917904614,-4.235551346552696,inconclusive,substrate
OCNT-0461685-AA-001,0.0279214208485289,0.0268213118362738,non-substrate,non-substrate
OCNT-0461686-AA-001,0.0093992949602626,-1.3119464427745524,non-substrate,substrate
OCNT-0461687-AA-001,-0.096804533719533,-3.965867689951754,inconclusive,substrate
OCNT-0461704-AA-001,-0.2235579100568622,-3.5842363820657708,substrate,substrate
OCNT-0461705-AA-001,-0.3990235946871738,-4.004681766001104,substrate,substrate
OCNT-0461710-AA-001,-0.2732139323666222,-4.007805167106171,substrate,substrate
OCNT-0461714-AA-001,-0.0638285876420832,-2.8574946508151533,inconclusive,substrate
OCNT-0461716-AA-001,-0.0044017523519696,-1.932684540243618,non-substrate,substrate
OCNT-0461718-AA-001,-0.2238164398644389,-3.338075236812947,substrate,substrate
OCNT-0461720-AA-001,-0.1104557847101677,-0.0646980484017847,inconclusive,inconclusive
OCNT-0461724-AA-001,-1.4904196700109191,-2.5365948864681633,substrate,substrate
OCNT-0461725-AA-001,-0.0596685725595297,-0.4657170633742633,inconclusive,substrate
OCNT-0461726-AA-001,-0.0399343999644833,0.0428694694565846,inconclusive,inconclusive
OCNT-0461728-AA-001,-0.484433764589267,-1.524672082384939,substrate,substrate
OCNT-0461730-AA-001,0.0202623202871445,0.0118872187097102,non-substrate,inconclusive
OCNT-0461736-AA-001,-0.0973511198073441,-4.05068818579421,inconclusive,substrate
OCNT-0461738-AA-001,-0.0636673959976378,-0.9317152978582928,inconclusive,substrate
OCNT-0461740-AA-001,-0.1071067351921841,-4.302372056472514,inconclusive,substrate
OCNT-0461744-AA-001,-2.6391318704259277,-2.7843940338273483,substrate,substrate
OCNT-0461748-AA-001,-0.6048998265101236,-2.443259959186106,substrate,substrate
OCNT-0461751-AA-001,-0.1767368518014752,-0.5187897175617782,inconclusive,substrate
OCNT-0461753-AA-001,0.0235837658334424,-0.8362916442784938,non-substrate,substrate
OCNT-0461755-AA-001,0.0263600266588241,-0.15653075861547,non-substrate,inconclusive
OCNT-0461758-AA-001,-0.0859760983985315,-0.322828852717525,inconclusive,substrate
OCNT-0461760-AA-001,0.0627170950550123,-0.1606778609590409,non-substrate,inconclusive
OCNT-0461763-AA-001,-0.003252393828014,-2.7498988550542367,non-substrate,substrate
OCNT-0461766-AA-001,0.0366681150625708,-0.6168264099189291,non-substrate,substrate
OCNT-0461767-AA-001,-0.00381545891579,-2.6942067113594756,non-substrate,substrate
OCNT-0461770-AA-001,-0.2263515346883069,-4.166880127765156,substrate,substrate
OCNT-0461774-AA-001,-0.3773301352073099,-1.963596015795651,substrate,substrate
OCNT-0461784-AA-001,0.0486464985365018,-0.531841661844112,non-substrate,substrate
OCNT-0461786-AA-001,-0.1106257374288526,-1.763432602990969,inconclusive,substrate
OCNT-0461788-AA-001,0.0863899825721755,-0.6420747322707825,non-substrate,substrate
OCNT-0461790-AA-001,-0.0844961155545673,-0.8543100578637963,inconclusive,substrate
OCNT-0461792-AA-001,0.0310659167445933,-0.7779105130074762,non-substrate,substrate
OCNT-0461794-AA-001,-0.1102439740888792,-0.5068047996757894,inconclusive,substrate
OCNT-0461796-AA-001,-0.1366552392533772,-0.868396932539779,inconclusive,substrate
OCNT-0461798-AA-001,0.0024059568474408,-0.685908341735233,non-substrate,substrate
OCNT-0461808-AA-001,0.0414488962699056,-3.2782061165718694,non-substrate,substrate
OCNT-0461810-AA-001,-3.05870685723824,-0.3559791721865449,substrate,substrate
OCNT-0461812-AA-001,-0.3270484218487677,-0.5152218508787518,substrate,substrate
OCNT-0461813-AA-001,-0.0761054664497561,-0.359572686554181,inconclusive,substrate
OCNT-0461815-AA-001,-0.0700170572809914,-0.8895454480567779,inconclusive,substrate
OCNT-0461825-AA-001,-0.0453140017728281,-0.6903149094865504,inconclusive,substrate
OCNT-0461832-AA-001,-2.6557017432164782,-0.2498859954580616,substrate,substrate
OCNT-0461834-AA-001,-0.0615695242295712,-1.6338038328456386,inconclusive,substrate
OCNT-0461836-AA-001,0.0085253193876566,-0.3839284069919513,non-substrate,substrate
OCNT-0461838-AA-001,0.0401198477125249,-3.1780157527932027,non-substrate,substrate
OCNT-0461839-AA-001,-0.0360435505659112,-1.4471911098822332,non-substrate,substrate
OCNT-0461841-AA-001,-0.0708825379461774,-2.2904858140116175,inconclusive,substrate
OCNT-0461843-AA-001,0.0048326474632186,-0.9363437297335566,non-substrate,substrate
OCNT-0461847-AA-001,0.0159550121453925,-0.0380016945051616,non-substrate,inconclusive
OCNT-0461851-AA-001,-0.0818654903169084,-0.3981602756633787,inconclusive,substrate
OCNT-0461853-AA-001,-0.0416192708913204,-0.0935957193609369,inconclusive,inconclusive
OCNT-0461855-AA-001,-0.0119110983373783,-0.2660453821160201,non-substrate,substrate
OCNT-0461857-AA-001,-0.0198810158963684,0.0301426221140571,non-substrate,inconclusive
OCNT-0461861-AA-001,0.0024134257253144,0.0193094064979323,non-substrate,non-substrate
OCNT-0461863-AA-001,0.0159835074218108,-3.3104423280356885,non-substrate,substrate
OCNT-0461867-AA-001,-0.146423429269754,-0.3814221375887413,inconclusive,substrate
OCNT-0461871-AA-001,-0.7259812923365317,-3.038106580753656,substrate,substrate
OCNT-0461875-AA-001,-0.3746417480070059,0.0231593876508,substrate,non-substrate
OCNT-0461878-AA-001,-0.2861007396045776,-0.1730635991562792,substrate,inconclusive
OCNT-0462523-AA-001,0.008910139256348,-2.9057646457906388,non-substrate,substrate
OCNT-0462528-AA-001,-0.0727804409281744,-0.1253472830838236,inconclusive,inconclusive
OCNT-0462530-AA-001,-0.5379900897739772,-2.377996835715074,substrate,substrate
OCNT-0462531-AA-001,-0.0005300750985522,-1.4271196315786197,non-substrate,substrate
OCNT-0462535-AA-001,0.070123240996951,-0.7125584625847288,non-substrate,substrate
OCNT-0462537-AA-001,-0.260984649722771,-3.1780792163612213,substrate,substrate
OCNT-0462545-AA-001,-0.0097811933483179,-2.3336478199719664,non-substrate,substrate
OCNT-0462546-AA-001,-0.0452669723673887,-0.1175256441848964,inconclusive,inconclusive
OCNT-0462547-AA-001,-0.6002580964933999,-3.4291076642516174,substrate,substrate
OCNT-0462553-AA-001,0.0448087664034607,-2.1302203744465604,non-substrate,substrate
OCNT-0462555-AA-001,0.012349951514387,-2.956798666293893,non-substrate,substrate
OCNT-0462557-AA-001,-0.0218849000982669,-3.2411796773368793,non-substrate,substrate
OCNT-0462565-AA-001,-0.1861557390310366,-0.3001065509073197,inconclusive,substrate
OCNT-0462570-AA-001,-0.1056571683679183,-0.7206783276056341,inconclusive,substrate
OCNT-0462589-AA-001,-0.0687424916765653,-0.5352971373484219,inconclusive,substrate
OCNT-0462595-AA-001,-0.0119837799112873,-0.2379593544528053,inconclusive,substrate
OCNT-0462596-AA-001,0.0163028424086173,-0.9056132720661748,non-substrate,substrate
OCNT-0462599-AA-001,0.0031432440196596,-0.1825784587461403,non-substrate,substrate
OCNT-0462601-AA-001,-0.1999259117479926,-3.4436648686768057,substrate,substrate
OCNT-0462603-AA-001,-0.5715520847465275,-3.5601591024882353,substrate,substrate
OCNT-0462633-AA-001,-0.1138130088838456,-3.809867752683608,inconclusive,substrate
OCNT-0462641-AA-001,-0.0491011406315846,-3.1772145584954075,inconclusive,substrate
OCNT-0462643-AA-001,-0.0415258902915355,-1.652537675647376,inconclusive,substrate
OCNT-0462644-AA-001,-0.1726534601987487,-0.797224048602732,inconclusive,substrate
OCNT-0462672-AA-001,-0.3254502501900455,-0.8301895472292733,substrate,substrate
OCNT-0462676-AA-001,0.0495683362911577,-1.8558302941902816,non-substrate,substrate
OCNT-0462677-AA-001,-0.0261683542922239,0.0009741796914033,non-substrate,non-substrate
OCNT-0462696-AA-001,-0.02340895684451,-2.0572069531953656,non-substrate,substrate
OCNT-0462710-AA-001,-0.1573639149464518,-0.6199193731979067,inconclusive,substrate
OCNT-0462732-AA-001,-0.3415728986908496,-1.590567985199849,substrate,substrate
OCNT-0462736-AA-001,-0.0452651895645643,-3.211370749500702,inconclusive,substrate
OCNT-0462760-AA-001,-0.0030378728621058,-3.427450010504309,non-substrate,substrate
OCNT-0462764-AA-001,-0.0655278798535014,-0.1931967196715845,inconclusive,substrate
OCNT-0462783-AA-001,-0.126748143787341,-1.3455607275306871,inconclusive,substrate
OCNT-0462787-AQ-001,-0.0274762761410377,-0.7448969002671524,non-substrate,substrate
OCNT-0462789-AQ-001,-0.030945493907314,-0.2986372105016869,non-substrate,substrate
OCNT-0462791-AQ-001,-0.0475936971039842,-0.0818500785049819,non-substrate,inconclusive
OCNT-0462804-AA-001,-0.0776044303775495,-3.050335981495316,inconclusive,substrate
OCNT-0462806-AA-001,-0.0058036318162465,-1.4956836443571435,non-substrate,substrate
OCNT-0462809-AQ-001,-0.0203119027478269,-0.1878622900736735,non-substrate,substrate
OCNT-0462811-AQ-001,0.0050709237394717,-2.0973200154924765,non-substrate,substrate
OCNT-0462813-AQ-001,-0.172979138319385,-3.9900445831324673,substrate,substrate
OCNT-0462815-AQ-001,-0.0734740655372536,-2.7850230189478795,inconclusive,substrate
OCNT-0462817-AQ-001,-0.0332781640630663,-2.3164007671073112,non-substrate,substrate
OCNT-0462819-AQ-001,-0.0123811402289727,-2.1477189085101727,non-substrate,substrate
OCNT-0462821-AQ-001,-0.0412992949541393,-3.902151033823559,non-substrate,substrate
OCNT-0462823-AQ-001,-0.0032235839734775,-2.49951547943887,non-substrate,substrate
OCNT-0462828-AA-001,-0.5634679577392986,-3.021899087066743,substrate,substrate
OCNT-0462830-AA-001,0.0039010084088417,-0.4087700937021692,non-substrate,substrate
OCNT-0462877-AA-001,0.0193261624351617,0.0075275794195977,non-substrate,inconclusive
OCNT-0462881-AA-001,0.0029297258387278,-0.212938858025581,non-substrate,inconclusive
OCNT-0462890-AA-001,-0.0027902169487265,0.048758473195559,non-substrate,non-substrate
OCNT-0462899-AA-001,0.0403857876694396,-1.41347125596244,non-substrate,substrate
OCNT-0462905-AA-001,0.0616794089394371,-0.3174559140702391,non-substrate,substrate
OCNT-0462907-AA-001,0.0479397196646369,-0.3286109465722422,non-substrate,substrate
OCNT-0462914-AA-001,0.0010661787880624,0.069797764493216,non-substrate,non-substrate
OCNT-0462915-AA-001,0.01184796034934,-0.2338181864158035,non-substrate,substrate
OCNT-0462917-AA-001,-0.0938100737735218,-0.411564122957142,inconclusive,substrate
OCNT-0462937-AA-001,-0.1050645931498219,-0.3026964597033359,inconclusive,substrate
OCNT-0462939-AA-001,0.02961990195029,-0.3902652655445529,non-substrate,substrate
OCNT-0462941-AA-001,-0.0050477364551228,0.038012584065901,non-substrate,non-substrate
OCNT-0462943-AA-001,-0.0149291636393129,-0.0082473364048736,non-substrate,non-substrate
OCNT-0462954-AA-001,-0.2263501417200861,-3.038324414822874,substrate,substrate
OCNT-0462960-AA-001,-0.1303942669969506,-0.9614714546911706,inconclusive,substrate
OCNT-0462966-AA-001,0.0919639568941301,-1.195093362937134,non-substrate,substrate
OCNT-0462984-AA-001,0.1356675288652207,-2.1501740889620633,non-substrate,substrate
OCNT-0462986-AA-001,-0.0175469094014413,-3.285307017396915,non-substrate,substrate
OCNT-0462988-AA-001,0.0762612460942925,-0.4519299710587854,non-substrate,substrate
OCNT-0462990-AA-001,0.10112200317455,-0.8190163246923794,non-substrate,substrate
OCNT-0462992-AA-001,0.0328329549509693,-3.341417081973058,non-substrate,substrate
OCNT-0462994-AA-001,0.0794224533856412,-2.5243540376310136,non-substrate,substrate
OCNT-0463027-AA-001,-0.906529513645843,-1.9114035273748788,substrate,substrate
OCNT-0463042-AA-001,0.0440238073830848,-0.9637494858404942,non-substrate,substrate
OCNT-0463085-AA-001,0.056738666543466,-0.7919587491336615,non-substrate,substrate
OCNT-0463087-AA-001,-0.0152549405805286,-0.2352000558881327,non-substrate,substrate
OCNT-0463091-AA-001,-0.0145966224574588,-0.4519001007507542,non-substrate,substrate
OCNT-0463093-AA-001,0.0172055822834002,-0.3639337710029438,non-substrate,substrate
OCNT-0463109-AA-001,-0.0493453494809848,0.0565594202018908,inconclusive,non-substrate
OCNT-0463117-AA-001,-0.0134982752590059,0.0016723864339821,non-substrate,non-substrate
OCNT-0463127-AA-001,-0.1290529908957589,0.0512182578180752,inconclusive,non-substrate
OCNT-0463132-AA-001,-0.4592923062641655,-1.5231154820006134,substrate,substrate
OCNT-0463136-AA-001,-0.2045736526818601,-0.1736875383116028,inconclusive,inconclusive
OCNT-0463145-AA-001,-0.0321578676790953,-0.3768197544436603,non-substrate,substrate
OCNT-0463147-AA-001,-0.0102720379142603,-0.0281765484770518,non-substrate,inconclusive
OCNT-0463149-AA-001,0.0592485318072752,0.0034606881431684,non-substrate,inconclusive
OCNT-0463159-AA-001,-0.0217660451692659,-0.2070100078505495,non-substrate,substrate
OCNT-0463200-AA-001,0.0149801586795368,-0.1430392761992509,inconclusive,inconclusive
OCNT-0463205-AA-001,-0.3528597982278511,-3.6376324137526694,substrate,substrate
OCNT-0463240-AA-001,0.035341611419024,-0.2534789461980565,non-substrate,substrate
OCNT-0463259-AA-001,-0.2504848847227132,-3.120267673566193,substrate,substrate
OCNT-0463268-AA-001,0.024604743413728,-0.0060200515402403,non-substrate,inconclusive
OCNT-0463282-AA-001,0.0110564693347692,-0.2434867043178489,non-substrate,substrate
OCNT-0463293-AA-001,-0.0269909540984707,-3.007769679951855,non-substrate,substrate
OCNT-0463304-AA-001,-0.0421108953976813,-2.947018477610667,inconclusive,substrate
OCNT-0463305-AA-001,-0.0086572540447943,-0.1155041976673962,non-substrate,inconclusive
OCNT-0463306-AA-001,-0.0182662346681766,-0.2924746080635503,inconclusive,substrate
OCNT-0463320-AA-001,-0.0018076189298497,-0.5596271928663263,non-substrate,substrate
OCNT-0463322-AA-001,0.1293885454101561,-0.3209604339752812,non-substrate,substrate
