mean_predicted,observed_frequency
0.3038695162863343,0.29245283018867924
0.5167658310918262,0.49056603773584906
0.6372838983842227,0.8095238095238095
0.708566764324258,0.8113207547169812
0.7564580046427521,0.8761904761904762
0.7991255943959732,0.8773584905660378
0.8351349008846831,0.9333333333333333
0.8664688941835089,0.9528301886792453
0.8953922858798675,0.9238095238095239
0.9344322501568447,0.9811320754716981
