core,id_i,id_j,sub_i,sub_j,activity_i,se_i,activity_j,se_j,delta_activity,abs_delta,se_diff,p_value,q_value,significant
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c(S(=O)(=O)N[*:1])c1C,OCNT-0461855-AA-001,OCNT-0461863-AA-001,COc1ccc(C[*:1])cc1,COc1ccccc1C[*:1],-0.2260685986918433,0.0349107309862518,-3.242048313020832,0.0272612159063084,3.0159797143289886,3.0159797143289886,0.0442937132185235,0.0,0.0,True
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c([*:1])c1C,OCNT-0461855-AA-001,OCNT-0461863-AA-001,COc1ccc(CNS(=O)(=O)[*:1])cc1,COc1ccccc1CNS(=O)(=O)[*:1],-0.2260685986918433,0.0349107309862518,-3.242048313020832,0.0272612159063084,3.0159797143289886,3.0159797143289886,0.0442937132185235,0.0,0.0,True
COCCN1C(=O)c2ccccc2C(C(=O)N[*:1])C12CCCCC2,OCNT-0461556-AA-001,OCNT-0461259-AA-001,C1CCCC([*:1])CC1,Cc1nc([*:1])sc1C,-3.003014124602115,0.1433755038228438,0.0126583544559375,0.0373933826519664,-3.0156724790580527,3.0156724790580527,0.14817152277887502,4.4048828510841235e-92,2.654864122315973e-91,True
COCCN1C(=O)c2ccccc2C([*:1])C12CCCCC2,OCNT-0461556-AA-001,OCNT-0461259-AA-001,O=C(NC1CCCCCC1)[*:1],Cc1nc(NC(=O)[*:1])sc1C,-3.003014124602115,0.1433755038228438,0.0126583544559375,0.0373933826519664,-3.0156724790580527,3.0156724790580527,0.14817152277887502,4.4048828510841235e-92,2.654864122315973e-91,True
CC1c2nc3ccccc3n2C(C[*:1])C(=O)N1Cc1ccccc1,OCNT-0455118-AA-001,OCNT-0455122-AA-001,O=C(NCCCSC1CCCCC1)[*:1],CCOC(=O)N1CCN(C(=O)[*:1])CC1,-3.7683255775271816,0.0930887411279444,-0.7547520665196865,0.0321286696110602,-3.013573511007495,3.013573511007495,0.09847723156020437,1.160830063647251e-205,1.1985447956729212e-204,True
O=C(NC[*:1])c1cccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)c1,OCNT-0462633-AA-001,OCNT-0462672-AA-001,CCOc1cccc([*:1])c1,COc1ccc([*:1])cc1,-3.769890969259431,0.026236984595034,-0.7564974042907306,0.0414970094290246,-3.0133935649687005,3.0133935649687005,0.049095632720157587,0.0,0.0,True
O=C(N[*:1])c1cccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)c1,OCNT-0462633-AA-001,OCNT-0462672-AA-001,CCOc1cccc(C[*:1])c1,COc1ccc(C[*:1])cc1,-3.769890969259431,0.026236984595034,-0.7564974042907306,0.0414970094290246,-3.0133935649687005,3.0133935649687005,0.049095632720157587,0.0,0.0,True
O=C1C2CCCN2C(=O)c2ccccc2N1Cc1cccc([*:1])c1,OCNT-0462633-AA-001,OCNT-0462672-AA-001,CCOc1cccc(CNC(=O)[*:1])c1,COc1ccc(CNC(=O)[*:1])cc1,-3.769890969259431,0.026236984595034,-0.7564974042907306,0.0414970094290246,-3.0133935649687005,3.0133935649687005,0.049095632720157587,0.0,0.0,True
O=C(N[*:1])c1ccccc1CN1C(=O)C2CCCN2C(=O)c2ccccc21,OCNT-0462764-AA-001,OCNT-0462641-AA-001,COc1ccc(C[*:1])cc1,CCOc1ccc(C[*:1])cc1,-0.1166146887746677,0.0297843245923952,-3.108820543480551,0.0793394494640262,2.992205854705883,2.992205854705883,0.08474582132872349,4.42571622657162e-273,5.308690003147429e-272,True
O=C(NCc1ccc([*:1])cc1)c1ccccc1CN1C(=O)C2CCCN2C(=O)c2ccccc21,OCNT-0462764-AA-001,OCNT-0462641-AA-001,CO[*:1],CCO[*:1],-0.1166146887746677,0.0297843245923952,-3.108820543480551,0.0793394494640262,2.992205854705883,2.992205854705883,0.08474582132872349,4.42571622657162e-273,5.308690003147429e-272,True
O=C1C2CCCN2C(=O)c2ccccc2N1Cc1ccccc1[*:1],OCNT-0462764-AA-001,OCNT-0462641-AA-001,COc1ccc(CNC(=O)[*:1])cc1,CCOc1ccc(CNC(=O)[*:1])cc1,-0.1166146887746677,0.0297843245923952,-3.108820543480551,0.0793394494640262,2.992205854705883,2.992205854705883,0.08474582132872349,4.42571622657162e-273,5.308690003147429e-272,True
O=C(NC[*:1])c1ccccc1CN1C(=O)C2CCCN2C(=O)c2ccccc21,OCNT-0462764-AA-001,OCNT-0462641-AA-001,COc1ccc([*:1])cc1,CCOc1ccc([*:1])cc1,-0.1166146887746677,0.0297843245923952,-3.108820543480551,0.0793394494640262,2.992205854705883,2.992205854705883,0.08474582132872349,4.42571622657162e-273,5.308690003147429e-272,True
O=C(NCc1ccc(O[*:1])cc1)c1ccccc1CN1C(=O)C2CCCN2C(=O)c2ccccc21,OCNT-0462764-AA-001,OCNT-0462641-AA-001,C[*:1],CC[*:1],-0.1166146887746677,0.0297843245923952,-3.108820543480551,0.0793394494640262,2.992205854705883,2.992205854705883,0.08474582132872349,4.42571622657162e-273,5.308690003147429e-272,True
CC(=O)Nc1ccc(-c2noc(C3CCCN(C(=O)[*:1])C3)n2)cc1,OCNT-0463436-AA-001,OCNT-0463306-AA-001,CCOc1ccc(C[*:1])cc1OCC,COc1ccc(/C=C/[*:1])cc1,-3.2414042204651627,0.037503354897556,-0.2524978246393736,0.0287251464407804,-2.988906395825789,2.988906395825789,0.0472401912212082,0.0,0.0,True
COC(=O)CCNC(=O)C1c2ccccc2C(=O)N([*:1])C12CCCCC2,OCNT-0461271-AA-001,OCNT-0461558-AA-001,C1CCC([*:1])C1,c1ccc([*:1])cc1,-3.083062490403662,0.1915115362433011,-0.1115873914197713,0.0232335795795323,-2.9714750989838907,2.9714750989838907,0.192915701108924,1.5631717901989806e-53,6.516322607524541e-53,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482082-AA-001,OCNT-0482096-AA-001,Brc1ccc([*:1])cc1,COc1ccc([*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0134891457582115,0.0520672660222867,-2.940131201919844,2.940131201919844,0.1841170427028906,2.1074801066128359e-57,9.325504196892603e-57,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482082-AA-001,OCNT-0482096-AA-001,O=C(N[*:1])c1ccc(Br)cc1,COc1ccc(C(=O)N[*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0134891457582115,0.0520672660222867,-2.940131201919844,2.940131201919844,0.1841170427028906,2.1074801066128359e-57,9.325504196892603e-57,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)c1ccc([*:1])cc1,OCNT-0482082-AA-001,OCNT-0482096-AA-001,Br[*:1],CO[*:1],-2.9536203476780556,0.1766014870340068,-0.0134891457582115,0.0520672660222867,-2.940131201919844,2.940131201919844,0.1841170427028906,2.1074801066128359e-57,9.325504196892603e-57,True
Cc1nc(-c2ccc(F)cc2)sc1C[*:1],OCNT-0482082-AA-001,OCNT-0482096-AA-001,O=C(NC[*:1])c1ccc(Br)cc1,COc1ccc(C(=O)NC[*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0134891457582115,0.0520672660222867,-2.940131201919844,2.940131201919844,0.1841170427028906,2.1074801066128359e-57,9.325504196892603e-57,True
O=C(N[*:1])c1cccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)c1,OCNT-0462603-AA-001,OCNT-0462710-AA-001,Cc1ccc(C(C)[*:1])cc1C,CCC(c1ccc(OC)cc1)[*:1],-3.4835770715913186,0.3736645490016198,-0.5515253581830502,0.0579526105466695,-2.9320517134082684,2.9320517134082684,0.3781318556400107,8.901022690905766e-15,1.8857837683676545e-14,True
CCOc1ccc(C(CC(=O)NC[*:1])N2Cc3ccccc3C2=O)cc1OC,OCNT-0456289-AA-001,OCNT-0456315-AA-001,COc1ccc([*:1])cc1,COc1ccccc1[*:1],-0.1191798700560058,0.0222610471654342,-3.040023024320736,0.035347209189653,2.92084315426473,2.92084315426473,0.04177295079831895,0.0,0.0,True
CCOc1ccc(C(C[*:1])N2Cc3ccccc3C2=O)cc1OC,OCNT-0456289-AA-001,OCNT-0456315-AA-001,COc1ccc(CNC(=O)[*:1])cc1,COc1ccccc1CNC(=O)[*:1],-0.1191798700560058,0.0222610471654342,-3.040023024320736,0.035347209189653,2.92084315426473,2.92084315426473,0.04177295079831895,0.0,0.0,True
CCOc1ccc(C(N2Cc3ccccc3C2=O)[*:1])cc1OC,OCNT-0456289-AA-001,OCNT-0456315-AA-001,COc1ccc(CNC(=O)C[*:1])cc1,COc1ccccc1CNC(=O)C[*:1],-0.1191798700560058,0.0222610471654342,-3.040023024320736,0.035347209189653,2.92084315426473,2.92084315426473,0.04177295079831895,0.0,0.0,True
CCOc1ccc(C(CC(=O)N[*:1])N2Cc3ccccc3C2=O)cc1OC,OCNT-0456289-AA-001,OCNT-0456315-AA-001,COc1ccc(C[*:1])cc1,COc1ccccc1C[*:1],-0.1191798700560058,0.0222610471654342,-3.040023024320736,0.035347209189653,2.92084315426473,2.92084315426473,0.04177295079831895,0.0,0.0,True
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c(S(=O)(=O)N[*:1])c1C,OCNT-0461851-AA-001,OCNT-0461863-AA-001,CCc1ccccc1[*:1],COc1ccccc1C[*:1],-0.3215782447664619,0.043474736231189,-3.242048313020832,0.0272612159063084,2.92047006825437,2.92047006825437,0.051314974257635745,0.0,0.0,True
Cc1cc2c(C)c(C(=O)N3CCCC3)oc2c([*:1])c1C,OCNT-0461851-AA-001,OCNT-0461863-AA-001,CCc1ccccc1NS(=O)(=O)[*:1],COc1ccccc1CNS(=O)(=O)[*:1],-0.3215782447664619,0.043474736231189,-3.242048313020832,0.0272612159063084,2.92047006825437,2.92047006825437,0.051314974257635745,0.0,0.0,True
Cc1nc(-c2ccc(F)cc2)sc1[*:1],OCNT-0482082-AA-001,OCNT-0482114-AA-001,O=C(NCC[*:1])c1ccc(Br)cc1,Cc1ccc(C(=O)NCC[*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0467963739852255,0.0274200662084502,-2.90682397369283,2.90682397369283,0.1787175012512716,1.7512583402548131e-59,7.891950568330621e-59,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)[*:1],OCNT-0482082-AA-001,OCNT-0482114-AA-001,Brc1ccc([*:1])cc1,Cc1ccc([*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0467963739852255,0.0274200662084502,-2.90682397369283,2.90682397369283,0.1787175012512716,1.7512583402548131e-59,7.891950568330621e-59,True
Cc1nc(-c2ccc(F)cc2)sc1CCNC(=O)c1ccc([*:1])cc1,OCNT-0482082-AA-001,OCNT-0482114-AA-001,Br[*:1],C[*:1],-2.9536203476780556,0.1766014870340068,-0.0467963739852255,0.0274200662084502,-2.90682397369283,2.90682397369283,0.1787175012512716,1.7512583402548131e-59,7.891950568330621e-59,True
Cc1nc(-c2ccc(F)cc2)sc1CC[*:1],OCNT-0482082-AA-001,OCNT-0482114-AA-001,O=C(N[*:1])c1ccc(Br)cc1,Cc1ccc(C(=O)N[*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0467963739852255,0.0274200662084502,-2.90682397369283,2.90682397369283,0.1787175012512716,1.7512583402548131e-59,7.891950568330621e-59,True
Cc1nc(-c2ccc(F)cc2)sc1C[*:1],OCNT-0482082-AA-001,OCNT-0482114-AA-001,O=C(NC[*:1])c1ccc(Br)cc1,Cc1ccc(C(=O)NC[*:1])cc1,-2.9536203476780556,0.1766014870340068,-0.0467963739852255,0.0274200662084502,-2.90682397369283,2.90682397369283,0.1787175012512716,1.7512583402548131e-59,7.891950568330621e-59,True
O=C1C2CCCN2C(=O)c2ccccc2N1Cc1ccc([*:1])cc1,OCNT-0462546-AA-001,OCNT-0462804-AA-001,COc1ccc(CNC(=O)[*:1])cc1,Cc1ccc(C(C)NC(=O)[*:1])c(C)c1,-0.0775488607607197,0.0329425594658971,-2.9766438385567735,0.0441556475659202,2.8990949777960537,2.8990949777960537,0.055090229951688545,0.0,0.0,True
O=C(N[*:1])c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,OCNT-0462546-AA-001,OCNT-0462804-AA-001,COc1ccc(C[*:1])cc1,Cc1ccc(C(C)[*:1])c(C)c1,-0.0775488607607197,0.0329425594658971,-2.9766438385567735,0.0441556475659202,2.8990949777960537,2.8990949777960537,0.055090229951688545,0.0,0.0,True
O=C(NCC[*:1])C1Cc2ccccc2N1C(=O)c1ccccc1,OCNT-0460167-AA-001,OCNT-0460185-AA-001,CCCN1CCN(C[*:1])CC1,Clc1cccc(N2CCN([*:1])CC2)c1,-0.5518721141250147,0.0364046926060617,-3.4427955176308664,0.1678232827498794,2.8909234035058518,2.8909234035058518,0.1717263983104747,1.3639752015766369e-63,6.418552535111597e-63,True
COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)NC[*:1])cc1,OCNT-0475192-AA-001,OCNT-0475224-AA-001,CCN1CCN(C[*:1])CC1,CCOc1cccc([*:1])c1,-0.0595136623818586,0.02212078034005,-2.9459607866693167,0.1293100958408555,2.886447124287458,2.886447124287458,0.13118852773479844,2.738422005500326e-107,1.8358681225915885e-106,True
COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)N[*:1])cc1,OCNT-0475192-AA-001,OCNT-0475224-AA-001,CCN1CCN(CC[*:1])CC1,CCOc1cccc(C[*:1])c1,-0.0595136623818586,0.02212078034005,-2.9459607866693167,0.1293100958408555,2.886447124287458,2.886447124287458,0.13118852773479844,2.738422005500326e-107,1.8358681225915885e-106,True
COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2[*:1])cc1,OCNT-0475192-AA-001,OCNT-0475224-AA-001,CCN1CCN(CCNC(=O)[*:1])CC1,CCOc1cccc(CNC(=O)[*:1])c1,-0.0595136623818586,0.02212078034005,-2.9459607866693167,0.1293100958408555,2.886447124287458,2.886447124287458,0.13118852773479844,2.738422005500326e-107,1.8358681225915885e-106,True
Cc1nc2c3cccnc3nn2c(C)c1CC[*:1],OCNT-0479405-AA-001,OCNT-0479399-AA-001,COc1ccc(OC)c(NC(=O)[*:1])c1,CSc1cccc(NC(=O)[*:1])c1,-0.836049613291979,0.0353219536512953,-3.709749168768081,0.0370471673641053,2.873699555476102,2.873699555476102,0.05118723492676941,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)N[*:1],OCNT-0479405-AA-001,OCNT-0479399-AA-001,COc1ccc(OC)c([*:1])c1,CSc1cccc([*:1])c1,-0.836049613291979,0.0353219536512953,-3.709749168768081,0.0370471673641053,2.873699555476102,2.873699555476102,0.05118723492676941,0.0,0.0,True
COC(=O)CCNC(=O)C1c2ccccc2C(=O)N([*:1])C12CCCCC2,OCNT-0461558-AA-001,OCNT-0461291-AA-001,c1ccc([*:1])cc1,CCCC[*:1],-0.1115873914197713,0.0232335795795323,-2.981383561450184,0.3538151135179319,2.8697961700304124,2.8697961700304124,0.3545771196422373,5.793905089334416e-16,1.2546624560709127e-15,True
O=C(N[*:1])c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,OCNT-0462828-AA-001,OCNT-0462546-AA-001,CN(CC[*:1])Cc1ccccc1,COc1ccc(C[*:1])cc1,-2.9453170561698263,0.0286305297620653,-0.0775488607607197,0.0329425594658971,-2.8677681954091065,2.8677681954091065,0.043645383016084,0.0,0.0,True
O=C(NC[*:1])c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,OCNT-0462828-AA-001,OCNT-0462546-AA-001,CN(Cc1ccccc1)C[*:1],COc1ccc([*:1])cc1,-2.9453170561698263,0.0286305297620653,-0.0775488607607197,0.0329425594658971,-2.8677681954091065,2.8677681954091065,0.043645383016084,0.0,0.0,True
O=C(N[*:1])c1cccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)c1,OCNT-0462601-AA-001,OCNT-0462710-AA-001,Cc1ccc(C(C)[*:1])c(C)c1,CCC(c1ccc(OC)cc1)[*:1],-3.403688085252629,0.0344948645116666,-0.5515253581830502,0.0579526105466695,-2.8521627270695786,2.8521627270695786,0.06744183232128399,0.0,0.0,True
O=C(NCCC[*:1])c1ccc2nc(CCc3ccccc3)oc2c1,OCNT-0482490-AA-001,OCNT-0482484-AA-001,c1ccc(N2CCN([*:1])CC2)cc1,Fc1ccc(N2CCN([*:1])CC2)cc1,-2.751432582414042,0.2134334553298996,0.0905518006285435,0.0268211845112138,-2.8419843830425857,2.8419843830425857,0.21511210052585333,7.516515661050012e-40,2.677280032400201e-39,True
O=C(NCCCN1CCN([*:1])CC1)c1ccc2nc(CCc3ccccc3)oc2c1,OCNT-0482490-AA-001,OCNT-0482484-AA-001,c1ccc([*:1])cc1,Fc1ccc([*:1])cc1,-2.751432582414042,0.2134334553298996,0.0905518006285435,0.0268211845112138,-2.8419843830425857,2.8419843830425857,0.21511210052585333,7.516515661050012e-40,2.677280032400201e-39,True
O=C(NCCCN1CCN([*:1])CC1)c1ccc2nc(CCc3ccccc3)oc2c1,OCNT-0482490-AA-001,OCNT-0482518-AA-001,c1ccc([*:1])cc1,Cc1ccc(C)c([*:1])c1,-2.751432582414042,0.2134334553298996,0.0758125693059339,0.0434797771965481,-2.827245151719976,2.827245151719976,0.21781719601335822,1.590907331244341e-38,5.506294539681615e-38,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)Nc1cccc([*:1])c1,OCNT-0479403-AA-001,OCNT-0479399-AA-001,C[*:1],CS[*:1],-0.8918906606242913,0.0400645596496861,-3.709749168768081,0.0370471673641053,2.8178585081437895,2.8178585081437895,0.05456795350411526,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1[*:1],OCNT-0479403-AA-001,OCNT-0479399-AA-001,Cc1cccc(NC(=O)CC[*:1])c1,CSc1cccc(NC(=O)CC[*:1])c1,-0.8918906606242913,0.0400645596496861,-3.709749168768081,0.0370471673641053,2.8178585081437895,2.8178585081437895,0.05456795350411526,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1C[*:1],OCNT-0479403-AA-001,OCNT-0479399-AA-001,Cc1cccc(NC(=O)C[*:1])c1,CSc1cccc(NC(=O)C[*:1])c1,-0.8918906606242913,0.0400645596496861,-3.709749168768081,0.0370471673641053,2.8178585081437895,2.8178585081437895,0.05456795350411526,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)N[*:1],OCNT-0479403-AA-001,OCNT-0479399-AA-001,Cc1cccc([*:1])c1,CSc1cccc([*:1])c1,-0.8918906606242913,0.0400645596496861,-3.709749168768081,0.0370471673641053,2.8178585081437895,2.8178585081437895,0.05456795350411526,0.0,0.0,True
Cc1nc2c3cccnc3nn2c(C)c1CC[*:1],OCNT-0479403-AA-001,OCNT-0479399-AA-001,Cc1cccc(NC(=O)[*:1])c1,CSc1cccc(NC(=O)[*:1])c1,-0.8918906606242913,0.0400645596496861,-3.709749168768081,0.0370471673641053,2.8178585081437895,2.8178585081437895,0.05456795350411526,0.0,0.0,True
O=C(c1ccc2c(c1)N(C[*:1])C(=O)CS2)N1CCCC1,OCNT-0457739-AA-001,OCNT-0457966-AA-001,CCOc1ccccc1CNC(=O)[*:1],Cc1cccc(CNC(=O)[*:1])c1,-3.080116619551243,0.2291634722571728,-0.2625008454645341,0.0463436843091245,-2.817615774086709,2.817615774086709,0.23380255364796124,1.9100349595443918e-33,6.248469981290276e-33,True
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)N[*:1],OCNT-0457739-AA-001,OCNT-0457966-AA-001,CCOc1ccccc1C[*:1],Cc1cccc(C[*:1])c1,-3.080116619551243,0.2291634722571728,-0.2625008454645341,0.0463436843091245,-2.817615774086709,2.817615774086709,0.23380255364796124,1.9100349595443918e-33,6.248469981290276e-33,True
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)NC[*:1],OCNT-0457739-AA-001,OCNT-0457966-AA-001,CCOc1ccccc1[*:1],Cc1cccc([*:1])c1,-3.080116619551243,0.2291634722571728,-0.2625008454645341,0.0463436843091245,-2.817615774086709,2.817615774086709,0.23380255364796124,1.9100349595443918e-33,6.248469981290276e-33,True
Cc1c(N2CCC([*:1])CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458500-AA-001,OCNT-0458456-AA-001,Cc1cc(C)cc(NC(=O)[*:1])c1,CCc1ccc(CNC(=O)[*:1])cc1,-0.0256930475383709,0.0273564930606155,-2.8282693553191036,0.2730132371361805,2.8025763077807326,2.8025763077807326,0.274380402660525,1.7128620985173727e-24,4.616050170784153e-24,True
Cc1c(N2CCC(C(=O)N[*:1])CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458500-AA-001,OCNT-0458456-AA-001,Cc1cc(C)cc([*:1])c1,CCc1ccc(C[*:1])cc1,-0.0256930475383709,0.0273564930606155,-2.8282693553191036,0.2730132371361805,2.8025763077807326,2.8025763077807326,0.274380402660525,1.7128620985173727e-24,4.616050170784153e-24,True
CCN1CCN(C(c2cccs2)C(C)NC(=O)C(=O)N[*:1])CC1,OCNT-0454864-AA-001,OCNT-0454868-AA-001,CCN(CC)CC[*:1],c1ccc2c(CC[*:1])c[nH]c2c1,0.01835389403141,0.0295271063514867,-2.7785768443467895,0.176916353525195,2.7969307383781996,2.7969307383781996,0.17936344709595592,8.040575248116582e-55,3.470068365457015e-54,True
CCN1CCN(C(c2cccs2)C(C)NC(=O)C(=O)NC[*:1])CC1,OCNT-0454864-AA-001,OCNT-0454868-AA-001,CCN(CC)C[*:1],c1ccc2c(C[*:1])c[nH]c2c1,0.01835389403141,0.0295271063514867,-2.7785768443467895,0.176916353525195,2.7969307383781996,2.7969307383781996,0.17936344709595592,8.040575248116582e-55,3.470068365457015e-54,True
CCN1CCN(C(c2cccs2)C(C)NC(=O)C(=O)NCC[*:1])CC1,OCNT-0454864-AA-001,OCNT-0454868-AA-001,CCN(CC)[*:1],c1ccc2c([*:1])c[nH]c2c1,0.01835389403141,0.0295271063514867,-2.7785768443467895,0.176916353525195,2.7969307383781996,2.7969307383781996,0.17936344709595592,8.040575248116582e-55,3.470068365457015e-54,True
O=C(CSC1=NS(=O)(=O)c2ccccc2N1[*:1])N1CCCC1,OCNT-0454403-AA-001,OCNT-0461513-AA-001,CC[*:1],CCCC[*:1],-0.2515272402792394,0.0321903621035408,-3.0437738925899183,0.0297781640959045,2.792246652310679,2.792246652310679,0.0438515503634671,0.0,0.0,True
O=C(CSC1=NS(=O)(=O)c2ccccc2N1C[*:1])N1CCCC1,OCNT-0454403-AA-001,OCNT-0461513-AA-001,C[*:1],CCC[*:1],-0.2515272402792394,0.0321903621035408,-3.0437738925899183,0.0297781640959045,2.792246652310679,2.792246652310679,0.0438515503634671,0.0,0.0,True
COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)N[*:1])cc1,OCNT-0475206-AA-001,OCNT-0475224-AA-001,CCCOc1ccc(C[*:1])cc1,CCOc1cccc(C[*:1])c1,-0.1615941209582656,0.0688971322842177,-2.9459607866693167,0.1293100958408555,2.784366665711051,2.784366665711051,0.14651933566379638,1.598229170271316e-80,8.80825851273403e-80,True
COc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)NC[*:1])cc1,OCNT-0475206-AA-001,OCNT-0475224-AA-001,CCCOc1ccc([*:1])cc1,CCOc1cccc([*:1])c1,-0.1615941209582656,0.0688971322842177,-2.9459607866693167,0.1293100958408555,2.784366665711051,2.784366665711051,0.14651933566379638,1.598229170271316e-80,8.80825851273403e-80,True
Cc1c(N2CCC(C(=O)NCc3ccc([*:1])cc3)CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458364-AA-001,OCNT-0458456-AA-001,F[*:1],CC[*:1],-0.0453659726336415,0.0231128783170832,-2.8282693553191036,0.2730132371361805,2.782903382685462,2.782903382685462,0.27398984067968035,3.0855258877250824e-24,8.224707894622307e-24,True
Cc1c(N2CCC(C(=O)NC[*:1])CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458364-AA-001,OCNT-0458456-AA-001,Fc1ccc([*:1])cc1,CCc1ccc([*:1])cc1,-0.0453659726336415,0.0231128783170832,-2.8282693553191036,0.2730132371361805,2.782903382685462,2.782903382685462,0.27398984067968035,3.0855258877250824e-24,8.224707894622307e-24,True
Cc1c(N2CCC([*:1])CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458364-AA-001,OCNT-0458456-AA-001,O=C(NCc1ccc(F)cc1)[*:1],CCc1ccc(CNC(=O)[*:1])cc1,-0.0453659726336415,0.0231128783170832,-2.8282693553191036,0.2730132371361805,2.782903382685462,2.782903382685462,0.27398984067968035,3.0855258877250824e-24,8.224707894622307e-24,True
Cc1c(N2CCC(C(=O)N[*:1])CC2)c(=O)n(C)c(=O)n1-c1ccccc1,OCNT-0458364-AA-001,OCNT-0458456-AA-001,Fc1ccc(C[*:1])cc1,CCc1ccc(C[*:1])cc1,-0.0453659726336415,0.0231128783170832,-2.8282693553191036,0.2730132371361805,2.782903382685462,2.782903382685462,0.27398984067968035,3.0855258877250824e-24,8.224707894622307e-24,True
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)N[*:1],OCNT-0457739-AA-001,OCNT-0457878-AA-001,CCOc1ccccc1C[*:1],COc1cc(OC)cc([*:1])c1,-3.080116619551243,0.2291634722571728,-0.3008244340326795,0.040294140229602,-2.7792921855185635,2.7792921855185635,0.23267899508508894,6.915885210170565e-33,2.2474330822426788e-32,True
O=C(c1ccc2c(c1)N(C[*:1])C(=O)CS2)N1CCCC1,OCNT-0457739-AA-001,OCNT-0457878-AA-001,CCOc1ccccc1CNC(=O)[*:1],COc1cc(NC(=O)[*:1])cc(OC)c1,-3.080116619551243,0.2291634722571728,-0.3008244340326795,0.040294140229602,-2.7792921855185635,2.7792921855185635,0.23267899508508894,6.915885210170565e-33,2.2474330822426788e-32,True
O=C(Cn1cc(SC[*:1])c2ccccc21)N1CCCCC1,OCNT-0456186-AA-001,OCNT-0456192-AA-001,O=C(Nc1ccc2c(c1)OCO2)[*:1],O=C(NCc1ccc2c(c1)OCO2)[*:1],-0.1382413503089665,0.0356655404647568,-2.9128445143646884,0.0449795854511935,2.774603164055722,2.774603164055722,0.057403779352969635,0.0,0.0,True
O=C(CSc1cn(CC(=O)N2CCCCC2)c2ccccc12)N[*:1],OCNT-0456186-AA-001,OCNT-0456192-AA-001,c1cc2c(cc1[*:1])OCO2,c1cc2c(cc1C[*:1])OCO2,-0.1382413503089665,0.0356655404647568,-2.9128445143646884,0.0449795854511935,2.774603164055722,2.774603164055722,0.057403779352969635,0.0,0.0,True
CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)C[*:1],OCNT-0454674-AA-001,OCNT-0454708-AA-001,CCOC(=O)C1CCCN([*:1])C1,c1ccc(CC2CCN([*:1])CC2)cc1,-3.0952725301457944,0.2479991266017764,-0.3233708349768411,0.0543285485332925,-2.7719016951689532,2.7719016951689532,0.25388020399585753,9.440084244728669e-28,2.7112542425881513e-27,True
O=C(N[*:1])c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,OCNT-0462830-AA-001,OCNT-0462537-AA-001,COc1cc(C[*:1])cc(OC)c1,CCOc1ccc(C[*:1])cc1,-0.3403760786873127,0.0471887768171994,-3.1096852013463647,0.2539804988551076,2.769309122659052,2.769309122659052,0.25832706876398526,8.185607395852787e-27,2.291782757168395e-26,True
