ocnt_batch,enzyme,mean,std,size,cv
OCNT-0454509-AA-001,CYP3A4,21382.5,1307.9494128851723,4,0.06116915294681035
OCNT-0454517-AA-001,CYP2J2,13271.75,973.4712373768422,4,0.07334912407006176
OCNT-0454517-AA-001,CYP3A4,23402.75,3334.437346339959,4,0.14248057798079108
OCNT-0454518-AA-001,CYP2J2,19584.5,3438.1089521227605,4,0.17555255187126353
OCNT-0454518-AA-001,CYP3A4,33728.25,4578.222553568143,4,0.13573851455584393
OCNT-0454521-AA-001,CYP2J2,133344.625,11530.642923495925,4,0.08647249878647846
OCNT-0454521-AA-001,CYP3A4,189156.75,5726.135324108224,4,0.0302719058352833
OCNT-0454524-AA-001,CYP2J2,12416.5,1898.1841761711814,4,0.15287594540902683
OCNT-0454524-AA-001,CYP3A4,18297.0,1793.8487951887137,4,0.09804059655619575
OCNT-0454525-AA-001,CYP2J2,6049.5,1086.3641194369409,4,0.1795791585150741
OCNT-0454525-AA-001,CYP3A4,10254.875,1073.4808937129092,4,0.10468005643295596
OCNT-0454526-AA-001,CYP2J2,31428.125,2000.44900688987,4,0.0636515543606203
OCNT-0454526-AA-001,CYP3A4,51170.75,7127.901204655781,4,0.1392963989125776
OCNT-0454527-AA-001,CYP2J2,3912.625,743.6749261830288,4,0.1900705859066557
OCNT-0454527-AA-001,CYP3A4,115111.875,16634.003754232876,4,0.14450293468187253
OCNT-0454529-AA-001,CYP2J2,12168.75,1776.0339946070853,4,0.1459504053092623
OCNT-0454529-AA-001,CYP3A4,14928.5,1512.8825686968128,4,0.10134190097443231
OCNT-0454538-AA-001,CYP2J2,5479.75,68.91238398623766,4,0.012575826266935108
OCNT-0454538-AA-001,CYP3A4,27205.875,1314.0138491786663,4,0.048298900483026784
OCNT-0454552-AA-001,CYP2J2,22242.375,2868.45665166828,4,0.12896359546443578
OCNT-0454552-AA-001,CYP3A4,34867.75,3842.7967354519287,4,0.11021063118359885
OCNT-0454587-AA-001,CYP2J2,45577.125,2652.957229677855,4,0.058208086395924605
OCNT-0454587-AA-001,CYP3A4,75294.5,2595.5264398576255,4,0.03447166047795822
OCNT-0454594-AA-001,CYP2J2,169575.375,5127.278377706832,4,0.030235984309082798
OCNT-0454594-AA-001,CYP3A4,239696.125,33088.79858143084,4,0.13804477891092667
OCNT-0454595-AA-001,CYP2J2,16854.375,1544.448897125876,4,0.09163489581345355
OCNT-0454595-AA-001,CYP3A4,31185.0,2241.8097971653765,4,0.07188743938320913
OCNT-0454602-AA-001,CYP2J2,4625.75,912.8693316497529,4,0.197345150872778
OCNT-0454602-AA-001,CYP3A4,39922.375,3086.4092506503407,4,0.07731026149246734
OCNT-0454608-AA-001,CYP2J2,10936.125,1070.8525711631205,4,0.09791883058790207
OCNT-0454608-AA-001,CYP3A4,19045.25,1515.8989906982592,4,0.07959459658960945
OCNT-0454617-AA-001,CYP2J2,11036.75,450.78057300642405,2,0.04084359734581503
OCNT-0454617-AA-001,CYP3A4,30054.166666666668,1888.9935371338186,3,0.06285296671455932
OCNT-0454626-AA-001,CYP2J2,72907.875,2971.2261883774518,4,0.04075315853571993
OCNT-0454626-AA-001,CYP3A4,90464.0,7161.989632776634,4,0.07916949983171907
OCNT-0454634-AA-001,CYP2J2,168224.125,8276.693858610855,4,0.04920039773493163
OCNT-0454634-AA-001,CYP3A4,235066.0,15032.570444427216,4,0.06395042432519894
OCNT-0454638-AA-001,CYP2J2,58635.625,5286.186738015094,4,0.09015315753886984
OCNT-0454638-AA-001,CYP3A4,95108.5,3450.216732322768,4,0.03627663912607988
OCNT-0454674-AA-001,CYP2J2,151214.25,11025.707766397585,4,0.07291447576136234
OCNT-0454674-AA-001,CYP3A4,201572.625,11461.618896524464,4,0.056860989415226715
OCNT-0454678-AA-001,CYP2J2,52303.5,4316.82014527669,4,0.08253405881588594
OCNT-0454678-AA-001,CYP3A4,102567.25,1354.8718574093994,4,0.013209595240287707
OCNT-0454685-AA-001,CYP2J2,29749.875,2980.1251197167326,4,0.10017269382532641
OCNT-0454685-AA-001,CYP3A4,36587.625,4622.418691821415,4,0.12633830951917255
OCNT-0454702-AA-001,CYP2J2,75658.25,5426.620518333671,4,0.07172543005334739
OCNT-0454702-AA-001,CYP3A4,98247.875,15037.240024768507,4,0.15305409938656186
OCNT-0454708-AA-001,CYP2J2,19263.625,1021.5658222389131,4,0.05303081960113495
OCNT-0454708-AA-001,CYP3A4,139719.375,4225.844913051909,4,0.030245232009174887
OCNT-0454710-AA-001,CYP2J2,88475.125,4036.8858124177846,4,0.04562735359139402
OCNT-0454710-AA-001,CYP3A4,111457.625,13580.677139321882,4,0.12184610195419006
OCNT-0454717-AA-001,CYP2J2,152240.0,3983.0743465318346,3,0.02616312629093428
OCNT-0454717-AA-001,CYP3A4,196521.33333333334,4219.521309738034,3,0.021471059849675525
OCNT-0454721-AA-001,CYP2J2,18515.375,2275.213996345545,4,0.12288241509262142
OCNT-0454721-AA-001,CYP3A4,28332.0,1109.6742765334338,4,0.03916681761024403
OCNT-0454725-AA-001,CYP2J2,3382.125,349.88268867340855,4,0.10345054918827913
OCNT-0454725-AA-001,CYP3A4,183188.375,28781.94739292612,4,0.15711666961905263
OCNT-0454734-AA-001,CYP2J2,357629.875,26837.46452373062,4,0.07504256886740969
OCNT-0454734-AA-001,CYP3A4,520393.375,24243.589043892956,4,0.04658704397205855
OCNT-0454747-AA-001,CYP2J2,3811.25,818.5925421111531,4,0.21478321865822317
OCNT-0454747-AA-001,CYP3A4,186280.75,23796.614340769847,4,0.1277459659184851
