enzyme,plate,n,offset_log2,offset_pct_of_control,mode_separation,identifiable,frac_above_100pct
CYP2J2,Plate05,283,0.2096,115.63675262985404,4687.276789195087,True,0.6501766784452296
CYP2J2,Plate06,313,0.19200000000000006,114.23462468485452,572.3434316183316,True,0.6261980830670927
CYP2J2,Plate07,310,0.18400000000000005,113.60292647866864,681.8163527765603,True,0.6161290322580645
CYP2J2,Plate08,317,0.1856000000000001,113.7289860451217,676.0146084571785,True,0.6088328075709779
CYP3A4,Plate01,283,-0.40159999999999996,75.70182574188472,6.00178925165856,False,0.21201413427561838
CYP3A4,Plate02,313,-0.22719999999999996,85.42913027588402,11.562216953370408,False,0.26517571884984026
CYP3A4,Plate03,310,-0.6,65.9753955386447,5.165637476520172,False,0.15161290322580645
CYP3A4,Plate04,317,-0.6,65.9753955386447,7.106802007068317,False,0.13249211356466878
